Table No.18 (C),,,,,,,,
"STATEMENT ON REMITTANCE-WISE FDI EQUITY INFLOWS RECEIVED UNDER RBI’s AUTOMATIC ROUTE
DURING JANUARY, 2015",,,,,,,,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
59,KANAKIA RESIDENTIAL PVT LTD,Cyprus,HEIGHTLON LTD,MUMBAI,Construction of buildings carried out on own-account basis or on a fee or contract basis,291.42,4.68,
60,SWASTHA HEALTH AND WELLNESS PVT LTD,Cyprus,Inventiac Private Limited,CHENNAI,HEALTH AND MEDICAL SERVICES ETC. - AYURVEDIC,2.39,0.04,
61,HOM INDIA MANAGEMENT SERVICES PVT.LTD.,Cyprus,P C INDIA HOLDINGS PUBLIC CO. LTD,BANGALORE,Activities of head offices,5.68,0.09,
62,ELBIT PLAZA INDIA MANAGEMENT SERVICES PV,Cyprus,POLYVENDO LTD,MUMBAI,Activities of head offices,9.99,0.16,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
63,COSMA INTERNATIONAL INDIA PVT LTD,Cyprus,MAGNA CYPRUS HOLDING LTD,MUMBAI,"Manufacture of bodies, including cabs for motor vehicles",620.20,9.97,
64,UNITED WATERS INDIA PVT LTD,Cyprus,U.W.C. United Waters (Cyprus) Limited,MUMBAI,"Water collection, treatment and supply",3.52,0.06,
65,UNITED WATERS INDIA PVT LTD,Cyprus,U.W.C.United Waters (Cyprus) Limited,MUMBAI,"Water collection, treatment and supply",0.30,0.00,
66,FOCAL ENERGY SOLAR INDIA PRIVATE LIMITED,Cyprus,FOCAL ENERGY SOLAR LTD,NEW DELHI,Electric power generation using solar energy,12.54,0.20,
67,HMS REAL ESTATE PVT. LTD.,Cyprus,Emansar Ltd,NEW DELHI,Construction of buildings carried out on own-account basis or on a fee or contract basis,145.83,2.34,
68,KARJAT GOLF CLUB PVT LTD,Cyprus,JOSTALO INVESTMENTS LTD,MUMBAI,Real estate activities with own or leased property,92.03,1.48,
