Table No. 19 (c),,,,,,,,
"STATEMENT ON REMITTANCE-WISE OF FDI EQUITY INFLOWS RECEIVED UNDER RBI’s AUTOMATIC ROUTE
776,DEEPPURA HOTELS AND RESORTS PVT LIMITED,Italy,Baldan  Maria Grazia,JAIPUR,"Hotels and Motels, inns, resorts providing short term lodging facilities includes accommodation in house",7.98,0.11,
777,DEEPPURA HOTELS AND RESORTS PVT LIMITED,Italy,Baldan Maria Grazia,JAIPUR,"Hotels and Motels, inns, resorts providing short term lodging facilities includes accommodation in house",11.31,0.16,
778,DEEPPURA HOTELS AND RESORTS PVT LIMITED,Italy,Baldan Maria Grazia,JAIPUR,"Hotels and Motels, inns, resorts providing short term lodging facilities includes accommodation in
house",7.94,0.11,
779,ARNEG INDIA PVT. LTD,Italy,ARNEG SPA,MUMBAI,"Manufacture of refrigerating or freezing equipment f industrial use, including assemblies of major c",32.67,0.45,
780,LAVIOSA TRIMEX INDUSTRIES PRIVATE LIMITE,Italy,LAVIOSA CHIMICA MINERARIA S P A,AHMEDABAD,"MINING OF CLAYS (KAOLIN, BALL CLAY, WOLLASTONITE, BENTONITE, FULLERS EARTH, FIRECLAY ETC.
)",50.00,0.69,
781,LORANDI SILOS INDIA PVT LTD,Italy,LORANDI SILOS S.R.L,CHENNAI,Manufacture of other containers n.e.c.,0.20,0.00,
782,FRIGEL INTELLIGENT COOLING SYSTEMS INDIA,Italy,FRIGEL FIRENZE S.P.A.,NEW DELHI,Production and distribution of cooled air and chilled water for cooling purposes,14.95,0.21,
783,FONTANA FASTENERS INDIA PVT LTD,Italy,FONTANA FINANZIARIA SPA,NEW DELHI,"Wholesale of hardware and sanitary fittings and
fixtures and flat glass",1.30,0.02,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
,,,,,"including tools such as hammers,",,,
784,COMAC INDIA PRIVATE LIMITED,Italy,COMAC SPA,NEW DELHI,"Manufacture of other special-purpose
machinery n.e.c.",69.17,0.96,
785,APOKOS REHAB PRIVATE LIMITED,Italy,KOS S.P.A,HYDERABAD,Hospital activities,27.25,0.38,
786,AP CLUTCHES INDIA PRIVATE LIMITED (RAICA,Italy,A P AUTOMOTIVE PRODUCTS SRL,AHMEDABAD,"Manufacture of diverse parts and accessories for motor vehecles sucs as brakes, gearboxes,
axles, road",270.00,3.74,
787,T-PACK INDIA PRIVATE LIMITED,Italy,TUVIA GROUP S.R.L,CHENNAI,Activities of movers and packers,1.57,0.02,
788,ADR AXLES INDIA PVT LTD,Italy,R.P.F SPA,MUMBAI,"Manufacture of diverse parts and accessories for motor vehecles sucs as brakes, gearboxes, axles, road",155.87,2.16,
789,ADR AXLES INDIA PVT LTD,Italy,A.D.R SPA,MUMBAI,"Manufacture of diverse parts and accessories for motor vehecles sucs as brakes, gearboxes,
axles, road",0.59,0.01,
790,DEEPPURA HOTELS AND RESORTS PVT LIMITED,Italy,Baldan Maria Grazia,JAIPUR,"Hotels and Motels, inns, resorts providing short term lodging facilities includes accommodation in house",7.76,0.11,
791,STREPARAVA INDIA PRIVATE LIMITED,Italy,STREPARAVA HOLDINGS S.P.A,BANGALORE,"Manufacture of diverse parts and accessories for motor vehecles sucs as brakes, gearboxes, axles, road",19.87,0.29,
792,MERMEC INDIA PVT LTD,Italy,MERMEC SPA,NEW DELHI,"Manufacture of specialized parts of railway or tramway locomotives or of rolling stock (bogies, axles",1.96,0.03,
793,G&C VALVES INDIA PVT LTD,Italy,Galli and Cassina spa,CHENNAI,"Manufacture of other pumps, compressors, taps and valves etc.",2.50,0.04,
794,BIERREBI CUTTING SOLUTIONS PRIVATE LIMIT,Italy,Bierrebi Italia SRL,CHENNAI,"Manufacture of other machinery for textiles, apparel and leather production n.e.c.",0.10,0.00,
795,FASHION LEATHER APPARELS STUDIO PRIVATE,Italy,Galfim SRL,CHENNAI,Manufacture of wearing apparel made of leather and substitutes of leather,3.68,0.05,
796,FASHION LEATHER APPARELS STUDIO PRIVATE,Italy,Galfim SRL,CHENNAI,"Manufacture of wearing apparel made of leather and
substitutes of leather",5.23,0.08,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
797,FASHION LEATHER APPARELS STUDIO PRIVATE,Italy,galfim SRL,CHENNAI,Manufacture of wearing apparel made of leather and substitutes of leather,1.84,0.03,
798,OMP INDIA PVT LTD,Italy,O.M.P. OFFICINE MECCANICHE PIEMONTE S.R.,NEW DELHI,"Manufacture of other transport equipments
n.e.c. such as pushcarts, handcarts etc",21.43,0.31,
799,ITALMATCH CHEMICALS IBNDIA PVT LTD,Italy,ITALMATCH CHEMICALS S.P.A,NEW DELHI,Manufacture of organic and inorganic chemical compounds n.e.c.,7.72,0.11,
800,WALLMAX INDIA ENTERPRISES PVT LTD,Italy,WALLMAX S.R.L.,NEW DELHI,"Manufacture of other general purpose machinery n.e.c. ( fans intended for industrial applications, exhaust",20.10,0.29,
801,UFIRST INDIA PVT LTD,Italy,U FIRST SRL,NEW DELHI,"Other data processing, hosting and related activities n.e.c.",1.39,0.02,
802,FERROLI HEATING (SOUTH ASIA) PRIVATE LIM,Italy,FERROLI S.P.A,BANGALORE,"Wholesale of other machinery, equipment and supplies n.e.c. including computer- controlled machine tools",38.89,0.56,
803,MUTTI FOODS INDIA PVT LTD,Italy,MUTTI S.P.A,NEW DELHI,"Manufacture of sauces, jams, jellies and marmalades",10.05,0.14,
804,MUTTI FOODS INDIA PVT LTD,Italy,MUTTI FRANCESCO,NEW DELHI,"Manufacture of sauces, jams, jellies and marmalades",0.30,0.00,
805,MUTTI FOODS INDIA PVT LTD,Italy,MUTTI S.P.A,NEW DELHI,"Manufacture of sauces, jams, jellies and marmalades",9.70,0.14,
806,MUTTI FOODS INDIA PVT LTD,Italy,FRANCESCO MUTTI,NEW DELHI,"Manufacture of
sauces, jams, jellies and marmalades",0.30,0.00,
807,RELIANCE PAUL & SHARK FASHIONS PVT LTD,Italy,DAMA S.P.A,MUMBAI,"Retail sale of readymade garments, hosiery goods, other articles of clothing and clothing
accessories",5.00,0.07,
808,MERCURIO PALLIA LOGISTICS PVT LTD,Italy,GRUPPO MERCURIO SPA,NEW DELHI,Motorised road freight transport,243.06,3.49,
809,MERCURIO PALLIA LOGISTICS PVT LTD,Italy,GRUPPO MERCURIO SPA,NEW DELHI,Motorised road freight transport,70.13,1.01,
810,CORAM CHROMEWELL INDIA PRIVATE LIMITED,Italy,CORAM EUROPE S.R.L.,BHOPAL,"Manufacture of diverse parts and accessories for motor vehecles sucs as brakes, gearboxes,
axles, road",7.50,0.11,
811,MORETTO TRADING INDIA PRIVATE LIMITED,Italy,MORETTO SPA,BANGALORE,"Other business support service
activities n.e.c.",0.10,0.00,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
812,MORETTO TRADING INDIA PRIVATE LIMITED,Italy,ARCANGELO MORETTO,BANGALORE,Other business support service activities n.e.c.,0.00,0.00,
813,GALASSI & ORTOLANI INDIA PVT LTD,Italy,galassi and ortolani srl,CHENNAI,"Manufacture of weighing machinery (other than sensitive
laboratory balances)",2.41,0.03,
814,UFIRST INDIA PVT LTD,Italy,FORUS HOLDING S.R.L,NEW DELHI,"Other data processing, hosting and related activities
n.e.c.",0.01,0.00,
815,UFIRST INDIA PVT LTD,Italy,U FIRST SRL,NEW DELHI,"Other data processing, hosting and related activities
n.e.c.",0.10,0.00,
816,LABOCOSMETICA CHEMICALS PVT LTD,Italy,LABOCOSMETICA S.R.L,MUMBAI,Manufacture of soap all forms,0.07,0.00,
817,LABOCOSMETICA CHEMICALS PVT LTD,Italy,MONICA MARTINA MATTIOLI,MUMBAI,Manufacture of soap all forms,0.03,0.00,
818,ITALMATCH CHEMICALS IBNDIA PVT LTD,Italy,ITALMATCH CHEMICALS S.P.A,NEW DELHI,Manufacture of organic and inorganic chemical compounds n.e.c.,20.37,0.28,
819,TRUSTIN TAPE PRIVATE LIMITED,Italy,PPM INDUSTRIES S.P.A,NEW DELHI,"Manufacture of tapes, newar and wicks",263.93,3.65,
820,SOLAR SOLES PRIVATE LIMITED,Italy,Sanna Enrico,CHENNAI,Manufacture of other footwear n.e.c.,0.19,0.00,
821,ITALMATCH CHEMICALS IBNDIA PVT LTD,Italy,ITALMATCH CHEMICALS S.P.A,NEW DELHI,"Manufacture of organic and inorganic chemical compounds
n.e.c.",171.91,2.47,
822,M/S SRI BIOTECH LABORATORIES INDIA P LTD,Italy,Valagro Spa,HYDERABAD,Research and experimental development on natural sciences and engineering,279.00,4.01,
823,VERONAFIERE LEMS INDIA PVT LTD,Italy,VERONAFIERE S.P.A.,NEW DELHI,"Organization of conventions and
trade shows",1.50,0.02,
824,RADICI PLASTICS INDIA PVT LTD(FORMERLY M,Italy,RADICI NOVACIPS SPA,NEW DELHI,"Manufacture of plastic in primary forms (includes amino-resins, polyurethanes etc.)",77.50,1.11,
825,M/S NAGATA AUTO ENGINEERING INDIA PVT LT,Japan,NAGATA AUTO PARTS CO. LTD,NEW DELHI,"Manufacture of diverse parts and accessories for motor vehecles sucs as brakes, gearboxes,
axles, road",207.38,2.98,
826,FURNACE ENGINEERING PROJECTS PVT LTD,Japan,FEIS CO LTD,NEW DELHI,"Installation of heating systems (electric, gas and oil), furnaces, cooling towers, non- electric solar",0.01,0.00,
827,IDAKA PRECISION TOOLS INDIA PVT LTD,Japan,IDAKA & CO LTD,NEW DELHI,"Wholesale of electrical machinery, equipment and supplies, n.e.c.",14.85,0.21,
828,IDAKA PRECISION TOOLS,Japan,KENJI TAKADA,NEW DELHI,Wholesale of,0.15,0.00,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
,INDIA PVT LTD,,,,"electrical machinery, equipment and supplies, n.e.c.",,,
829,KOIWAI INDIA PVT LTD,Japan,KOIWAI CO LTD,BANGALORE,Casting of non-ferrous metals,36.50,0.52,
830,KISETSU SAISON FINANCE (INDIA) PRIVATE L,Japan,CREDIT SAISON CO LTD,BANGALORE,Other credit granting,119.00,1.71,
831,OTSUKA FOODS INDIA PVT LTD,Japan,OTSUKA FOODS CO LTD,BANGALORE,"Other semi- processed, processed or instant foods n.e.c. except farinaceous products and malted
foods",170.78,2.46,
832,JAMIND TECHNOLOGIES PRIVATE LIMITED,Japan,"JAPAN AUTOMATIC MACHINE COMPANY
LIMITED",BANGALORE,Manufacture of other electrical equipment,0.26,0.00,
833,UNIQLO INDIA PVT LTD,Japan,FAST RETAILING CO LTD,NEW DELHI,"Retail sale of readymade garments, hosiery goods, other articles of clothing and clothing accessories",300.00,4.31,
834,KAWASAKI SOLAR WAREHOUSING PVT LTD,Japan,Kawasaki Rikuso Transportation Co. Ltd.,KOLKATA,"Storage and warehousing n.e.c.[Includes general merchandise warehouses and warehousing of furniture,",99.90,1.44,
835,Y-TEC INDIA PVT LTD,Japan,Yamashita Rubber Co. Ltd.,JAIPUR,"Manufacture of rubber plates, sheets, strips, rods, tubes, pipes, hoses and
profile -shapes etc.",230.00,3.31,
836,KUMI SUPREME INDIA PRIVATE LIMITED,Japan,Kumi Kasei Co. Ltd.,JAIPUR,Manufacture of moulded industrial accessories of plastics [including electrical insulating fittings of,909.10,13.07,
837,ERC EYE CARE PRIVATE LIMITED,Japan,BWIZ CAPITAL INC,GUWAHATI,"Manufacture of ophthalmic goods, eyeglasses, sunglasses, lenses ground to prescription, contact lenses,",3.00,0.04,
838,WDB INDIA PRIVATE LIMITED,Japan,WDB Holdings Co Ltd,HYDERABAD,"Research and experimental development on natural sciences and
engineering",20.00,0.29,
839,UNION CHEMICAR INDIA PVT LTD,Japan,UNION CHEMICAR CO LTD,MUMBAI,Manufacture of printing ink,0.05,0.00,
840,RACHAMALLU CARBONS PVT LTD,Japan,Fumitec Corporation,HYDERABAD,"Treatment and
disposal of non- hazardous waste",14.64,0.21,
841,KUWAHARA INSPECTION INDIA PRIVATE LIMITE,Japan,Nissenken Kuwahara Pvt. Ltd.,JAIPUR,Technical testing and analysis,8.46,0.12,
842,SAMURAI DAIRY PRODUCTS PVT. LTD.,Japan,"IKARUGA MILK PRODUCTS CO., LTD.",NEW DELHI,"Preservation, Processing and
canning of meat",40.00,0.55,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
843,TENRYU SAW INDIA PVT. LTD.,Japan,TENRYU SAW MFG. CO. LTD,NEW DELHI,Manufacture of parts and accessories for the machine tools listed above,80.00,1.11,
844,NAAPTOL ONLINE SHOPPINGPVT LTD,Japan,MITSUI AND CO.LTD,MUMBAI,"Other business support service
activities n.e.c.",395.68,5.48,
845,LUPIN LTD.,Japan,HIROSHI KOBAYASHI,MUMBAI,"Manufacture of medicinal substances used in the manufacture of pharmaceuticals: antibiotics, endocrine",1.44,0.02,
846,TOURSOFT PVT LTD,Japan,JAPAN TRAVEL KK,MUMBAI,"Writing , modifying, testing of computer program to meet the needs of a particular client excluding web- page",0.18,0.00,
847,ICFFCO-MC CROP SCIENCE PRIVATE LIMITED,Japan,MITSUBISHI CORPORATION,NEW DELHI,"Manufacture of insecticides, rodenticides, fungicides, herbicides",166.60,2.40,
848,"OPEN FINANCIAL TECHNOLOGIES PRIVATE
LIMI",Japan,RSP INDIA FUND LLC,BANGALORE,"Other information service activities
n.e.c.",13.00,0.19,
849,KIRLOSKAR TOYOTA TEXTILE MACHINERY PVT L,Japan,TOYOTA INDUSTRIES CORPORATION,BANGALORE,"Manufacture of machinery for preparation of textile fibers, spinning machines, machines
for preparing","2,880.41",41.42,
850,KISETSU SAISON FINANCE (INDIA) PRIVATE L,Japan,CREDIT SAISON CO LTD,BANGALORE,Other credit granting,1.00,0.01,
851,BIRLA FURUKAWA FIBRE OPTICS LTD.,Japan,Furukawa Electric Co. Ltd,PANAJI,Manufacture of fibre optic cables for data transmission or live transmission of images,209.53,3.01,
852,HITACHI METALS INDIA PVT LTD,Japan,HITACHI METALS LTD.,NEW DELHI,"Manufacture of electronic capacitors, resistors, chokes, coils, trasformers (electronic) and similar",550.01,7.91,
853,TECH MAHINDRA LTD (MAHINDRA BRITISH TELE,Japan,AMITAVA GHOSH,MUMBAI,Computer consultancy and computer facilities management activities,0.29,0.00,
854,ENRISSION INDIA PRIVATE LIMITED,Japan,ENRISSION CO LTD,NEW DELHI,"Operation of canteens or (e.g. for factories, offices, hospitals or schools) on a
concession basis",9.17,0.13,
855,JAMIND TECHNOLOGIES PRIVATE LIMITED,Japan,JAPAN AUTOMATIC MACHINE COMPANY LIMITED,BANGALORE,Manufacture of other electrical equipment,1.36,0.02,
856,FURNACE ENGINEERING PROJECTS PVT LTD,Japan,FURNACE ENGINEERING INC.,NEW DELHI,"Installation of heating
systems (electric, gas and oil), furnaces,",0.99,0.01,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
,,,,,"cooling towers, non- electric solar",,,
857,SATO-SHOJI INDIA P LTD,Japan,Sato Shoji Corporation,CHENNAI,"Wholesale of electrical machinery, equipment and supplies, n.e.c.",6.65,0.10,
858,AISAN AUTO PARTS INDIA PRIVATE LIMITED,Japan,"Aisan Industry Co., Ltd",CHENNAI,"Manufacture of motorcycles, scooters, mopeds etc. and their engine",500.00,7.19,
859,AISAN AUTO PARTS INDIA PRIVATE LIMITED,Japan,Toyota Tsusho Corporation,CHENNAI,"Manufacture of motorcycles, scooters, mopeds etc. and their engine",50.00,0.72,
860,INDO NISSIN FOODS LTD.,Japan,MITSUBISHI CORPORATION,BANGALORE,"Manufacture of macaroni, noodles, couscous and similar farinaceous products",306.00,4.40,
861,TOSHIBA JSW POWER SYSTEM P.L. ( FRM TOSH,Japan,toshiba energy systems and solutions cor,CHENNAI,"Manufacture of engines and turbines, except aircraft, vehicle and cycle
engines","8,000.00",115.03,
862,UNION CHEMICAR INDIA PVT LTD,Japan,UNION CHEMICAR CO LTD,MUMBAI,Manufacture of printing ink,3.87,0.06,
863,ASAHI KASEI INDIA P LTD,Japan,ASAHI KASEI CORPORATION,MUMBAI,"Other professional, scientific and technical activities
n.e.c.",40.00,0.58,
864,"UNION KBC ASSET
MANAGEMENT CO LTD (UNION",Japan,Dai-ichi Life Holdings Inc,MUMBAI,Management of mutual funds,"1,334.37",19.19,
865,AISAN FIEM AUTOMOTIVES INDIA PVT. LTD.,Japan,AISAN INDUSTRY CO. LTD,NEW DELHI,"Manufacture of diverse parts and accessories for motor vehecles sucs as brakes, gearboxes, axles, road",690.00,9.55,
866,DAIICHIKOUTSU CARMAKE PRIVATE LIMITED,Japan,DAIICHI KOUTSU SANGYO CO LTD,BANGALORE,Sale of motor vehicle parts and accessories,17.00,0.24,
867,MINDA NABTESCO AUTOMOTIVE PVT LTD,Japan,NABTESCO AUTOMOTIVE CORPORATION,NEW DELHI,"Manufacture of diverse parts and accessories for motor vehecles sucs as brakes, gearboxes, axles, road",19.85,0.27,
868,TERRA MOTORS INDIA PRIVATE LIMITED,Japan,TERRA MOTORS CORPORATION,NEW DELHI,Manufacture of three- wheelers and their engine,12.20,0.17,
869,SUMISHO AGRO INDIA PVT LTD,Japan,SUMMIT AGRO INTERNATIONAL LTD,MUMBAI,Wholesale of fertilizers and agrochemical products,128.60,1.78,
870,SUMISHO AGRO INDIA PVT LTD,Japan,SUMITOMO CORPORATION,MUMBAI,Wholesale of fertilizers and agrochemical products,1.30,0.02,
871,ENKEI WHEELS INDIA LTD,Japan,ENKEI CORPORATION,MUMBAI,"Manufacture of diverse parts and
accessories for motor",348.73,4.83,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
,,,,,"vehecles sucs as brakes, gearboxes, axles, road",,,
872,TITANIUM VITRIFIED PVT LTD,Japan,PARESH KESHAVJI JIVANI,AHMEDABAD,Manufacture of ceramic products n.e.c.,0.45,0.01,
873,TITANIUM VITRIFIED PVT LTD,Japan,PARESH KESHAVJI JIVANI,AHMEDABAD,"Manufacture of
ceramic products n.e.c.",0.71,0.01,
874,JAMIND TECHNOLOGIES PRIVATE LIMITED,Japan,JAPAN AUTOMATIC MACHINE COMPANY LIMITED,BANGALORE,Manufacture of other electrical equipment,0.87,0.01,
875,TAISEI ONCHO INDIA PRIVATE LIMITED,Japan,TAISEI ONCHO CO. LTD,NEW DELHI,"Other plumbing, heat and air conditioning activities n.e.c.",11.00,0.15,
876,MSC Group Software and Systems India Pri,Japan,WIPS CORPORATION LTD,BANGALORE,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web- page designing",0.05,0.00,
877,MSC Group Software and Systems India Pri,Japan,MANAGEMENT SERVICE CORPORATION,BANGALORE,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web-
page designing",4.95,0.07,
878,TOSHIBA MACHINE (CHENNAI) PVT LTD,Japan,TOSHIBA MACHINE CO. LTD,CHENNAI,Manufacture of machinery for working soft rubber or plastics or for the manufacture of products of these,36.29,0.50,
879,GENIUSCRATE EDUTAINMENT PRIVATE LIMITED,Japan,DRAW INC,BANGALORE,"Writing , modifying, testing of computer program to meet the needs of a particular client excluding web- page",1.24,0.02,
880,INDO-JAPAN POLYMERS PVT LTD,Japan,SHINICHI KATO OFFICE CO LTD,CHENNAI,Manufacture of basic chemical elements,0.89,0.01,
881,NSK Bearings India P L(NSK INDIA SALES C,Japan,NSK LTD JAPAN,CHENNAI,"Wholesale of transport equipment except motor vehicles, motorcycles
and bicycles","4,875.00",67.51,
882,HIVEC RHINO TECHNOLOGIES PVT LTD,Japan,Hivec Inc,CHENNAI,"Architectural and engineering activities and related technical
consultancy",15.00,0.21,
883,DIAI INDIA PRIVATE LIMITED,Japan,DREAM INCUBATOR INC,BANGALORE,Activities auxiliary to financial service activities n.e.c.,29.70,0.41,
884,DIAI INDIA PRIVATE LIMITED,Japan,DI DIGITAL INC,BANGALORE,Activities auxiliary to financial service activities n.e.c.,0.30,0.00,
885,G.G.TRONICS INDIA PVT LTD,Japan,NIPPON SIGNAL CO LIMITED,BANGALORE,"Manufacture of mechanical and electro-mechanical signalling safety and
traffic control",250.00,3.46,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
,,,,,equipment for,,,
886,GENIUSCRATE EDUTAINMENT PRIVATE LIMITED,Japan,DRAW INC,BANGALORE,"Writing , modifying, testing of computer program to meet the needs of a particular client excluding web- page",0.01,0.00,
887,MINDA ONKYO INDIA PRIVATE LIMITED,Japan,ONKYO CORPORATION,NEW DELHI,"Manufacture of stereo equipment, speaker systems, amplifiers for musical instruments and public address",37.50,0.52,
888,GLOBAL YDK ELECTRIC PVT. LTD.,Japan,YAMAMOTO ELECTRIC CORPORATION,NEW DELHI,"Manufacture of motor vehicle electrical equipment, such as generators, alternators, spark plugs, ignition",39.00,0.54,
889,SATYA MICROCAPITAL LIMITED,Japan,GOJO AND COMPANY INC.,NEW DELHI,"Other financial service activities, except insurance and pension funding activities, n.e.c.",373.74,5.18,
890,KOMPANION RESEARCH PVT. LTD.,Japan,CROSS MARKETING GROUP INC.,NEW DELHI,Market research and public opinion polling,47.00,0.65,
891,SDS RAMCIDES CROPSCIENCE PRIVATE LIMITED,Japan,SDS Biotech K  K,CHENNAI,"Manufacture of insecticides, rodenticides,
fungicides, herbicides","1,320.00",18.28,
892,ARVIND GOODHILL SUIT MANUFACTURING PVT L,Japan,GOODHILL CORPORATION,AHMEDABAD,"Manufacture of all types of textile garments and clothing
accessories",14.50,0.20,
893,ARVIND GOODHILL SUIT MANUFACTURING PVT L,Japan,F-ONE LTD,AHMEDABAD,"Manufacture of all types of textile garments and clothing
accessories",10.00,0.14,
894,KAGA DEVICES INDIA PRIVATE LIMITED,Japan,KAGA DEVICES CO LTD,BANGALORE,"Manufacture of computers and peripheral equipment
n.e.c.",34.99,0.48,
895,STAYABODE VENTURES PRIVATE LIMITED,Japan,AKATSUKI INC,BANGALORE,Real estate activities with own or leased property,0.01,0.00,
896,STAYABODE VENTURES PRIVATE LIMITED,Japan,AKATSUKI INC,BANGALORE,Real estate activities with own or leased property,13.36,0.18,
897,WDB MEDICAL DATA INDIA PVT LTD,Japan,WDB HOLDINGS CO LTD,BANGALORE,Research and experimental development on natural sciences and engineering,1.00,0.01,
898,OKUMURA EIFUKU INDIA PVT LTD,Japan,BIP SHOUKU CO LTD,HYDERABAD,Manufacture of power-driven hand tools,10.50,0.15,
899,FINOLEX J POWER SYSTEMS LTD,Japan,"J POWER SYSTEMS CORPORATION,JAPAN",MUMBAI,"Manufacture of other electronic and electric wires and cables (insulated wire and
cable made of steel,",63.75,0.88,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
900,M/S BIOSERVE BIOTECHNOLOGIES INDIA PRIVA,Japan,REPROCELL INCORPORATED,HYDERABAD,Research and experimental development on natural sciences and engineering,35.36,0.49,
901,SMAS AUTO LEASING INDIA PRIVATE LIMITED,Japan,SUMITOMO MITSUI AUTO SERVICE COMPANY LIM,NEW DELHI,Renting and leasing of motor vehicles,12.00,0.17,
902,SMAS AUTO LEASING INDIA PRIVATE LIMITED,Japan,SUMITOMO CORPORATION,NEW DELHI,Renting and leasing of motor vehicles,8.00,0.11,
903,TOSHIBA CARRIER AIR- CONDITIONING INDIA P,Japan,TOSHIBA CARRIER CORPORATION,NEW DELHI,"Manufacture of air- conditioning machines, including motor vehicles airconditioners",57.95,0.80,
904,TERRA DRONE INDIA PVT LTD,Japan,TERRA DRONE CORPORATION,NEW DELHI,Other photographic activities,30.00,0.42,
905,INDIA KAWASAKI MOTORS PVT LTD,Japan,Kawasaki Heavy Industries Ltd,MUMBAI,"Manufacture of motorcycles, scooters, mopeds etc. and their engine",300.00,4.15,
906,REDBAY TECHNOLOGIES PVT LTD,Japan,TORU TOKUSHIGE,HYDERABAD,Other photographic activities,120.04,1.66,
907,KAGOME FOODS INDIA PVT LTD,Japan,Kagome Co. Ltd,MUMBAI,"Manufacture of sauces, jams, jellies and marmalades",170.00,2.35,
908,ELOQUENT INFO SOLUTIONS PVT LTD,Japan,MISA EDO,MUMBAI,Activities of employment placement agencies,3.40,0.05,
909,FUJI TIGER ADVISORS PVT LTD,Japan,SANJEEV SINHA,MUMBAI,Management consultancy activities,0.00,0.00,
910,FUJI TIGER ADVISORS PVT LTD,Japan,SANJEEV SINHA,MUMBAI,Management consultancy activities,0.00,0.00,
911,H-ENERGY KL PVT LTD,Japan,KAWASAKI KISEN KAISHA LTD,MUMBAI,Transport via pipeline,0.03,0.00,
912,ASUKU INDIA PVT. LTD.,Japan,"ASK CO., LTD.",NEW DELHI,Wholesale of cereals & pulses,14.00,0.19,
913,ASUKU INDIA PVT. LTD.,Japan,ATSUSHI KOGAHARA,NEW DELHI,Wholesale of cereals & pulses,7.00,0.10,
914,HIROTEC INDIA PVT LTD,Japan,HIROTEC CORPORATION,CHENNAI,"Manufacture of metal-forming machinery and
machine tools n.e.c",68.50,0.95,
915,TENJINAK PVT LTD,Japan,GOMUNOINAKI CO LTD,MUMBAI,Sale of motor vehicle parts and accessories,20.00,0.28,
916,NACHI PRECISION TOOL INDIA PVT. LTD.,Japan,NACHI-FUJIKOSHI CORPORATION,NEW DELHI,Machining; treatment and coating of metals,23.05,0.32,
917,STI SANOH INDIA LTD.,Japan,SANOH INDUSTRIAL CO. LTD,NEW DELHI,Manufacture of tube and tube fittings of basic iron and steel,5.00,0.07,
918,IDEOPE MEDIA PRIVATE LIMITED,Japan,TAKUYA KITAGAWA,NEW DELHI,Advertising,0.98,0.01,
919,ALSOK INDIA PVT LTD,Japan,SOHGO SECURITY SERVICES CO. LTD,NEW DELHI,Other business support service activities n.e.c.,27.00,0.37,
920,TOSHIBA CARRIER AIR- CONDITIONING INDIA P,Japan,TOSHIBA CARRIER CORPORATION,NEW DELHI,"Manufacture of air- conditioning machines, including
motor vehicles",0.10,0.00,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
,,,,,airconditioners,,,
921,SMARTCLOUD INFOTECH PL,Japan,DATAR NITIN SATISH,MUMBAI,"Other information technology and computer service
activities n.e.c",1.92,0.03,
922,SMARTCLOUD INFOTECH PL,Japan,TAP SYSTEM CORPORATION,MUMBAI,"Other information technology and computer service
activities n.e.c",6.47,0.09,
923,TOURSOFT PVT LTD,Japan,JAPAN TRAVEL KK,MUMBAI,"Writing , modifying, testing of computer program to meet the needs of a particular client excluding web-
page",0.18,0.00,
924,TOURSOFT PVT LTD,Japan,JAPAN TRAVEL KK,MUMBAI,"Writing , modifying, testing of computer program to meet the needs of a particular client excluding web- page",0.18,0.00,
925,SMARTLINE ENTERPRISES PRIVATE LIMITED,Japan,Balamurugan Mahalingam,CHENNAI,Manufacture of all types of textile garments and clothing accessories,2.40,0.03,
926,JGC CATALYSTS AND CHEMICALS INDIA PVT LT,Japan,JIRO YOSHIDA (NOMINEE OF JGC CATALYSTS A,NEW DELHI,Other business support service activities n.e.c.,0.02,0.00,
