Table No. 19 (c),,,,,,,,
"STATEMENT ON REMITTANCE-WISE OF FDI EQUITY INFLOWS RECEIVED UNDER RBI’s AUTOMATIC ROUTE
"362
7",TECH MAHINDRA LTD (MAHINDRA BRITISH TELE,U.S.A,TERENCE MASCARENHAS,MUMBAI,"Computer consultancy and computer facilities management
activities",0.05,0.00,
"362
8",TECH MAHINDRA LTD (MAHINDRA BRITISH TELE,U.S.A,RAMAN ABROL,MUMBAI,Computer consultancy and computer facilities management activities,3.03,0.04,
"362
9",TECH MAHINDRA LTD (MAHINDRA BRITISH TELE,U.S.A,TERENCE MASCARENHAS,MUMBAI,Computer consultancy and computer facilities management activities,14.34,0.20,
"363
0",DISH TV INDIA PVT LTD,U.S.A,DEUTSCHE BANK TRUST COMPANY AMERICAS,MUMBAI,Other satellite telecommunications activities,277.10,3.84,
"363
1",DISH TV INDIA PVT LTD,U.S.A,GLOBAL EAGLE ACQUISTION LLC,MUMBAI,"Other satellite telecommunications
activities",10.09,0.14,
"363
2",BANDHAN BANK LIMITED,U.S.A,International Finance Corporation,KOLKATA,"Monetary intermediation of commercial banks, saving banks. postal savings bank and
discount houses","2,320.00",32.13,
"363
3",CONIFER INDUSTRIES PVT. LTD.,U.S.A,SANTOSH KUMAR KEDIA AND ARUN KEDIA,KOLKATA,"Preparation and spinning of cotton fiber including
blended* cotton",13.40,0.19,
363,BANGER TECH PRIVATE,U.S.A,THOMAS VARKEY,KOLKATA,Other information,9.93,0.14,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
4,LIMITED,,,,technology and computer service activities n.e.c,,,
"363
5",ELSYS INTELLIGENT DEVICES PVT. LTD.,U.S.A,KIRAN ALI,KOCHI,Manufacture of other communication equipments n.e.c.,0.53,0.01,
"363
6",ELSYS INTELLIGENT DEVICES PVT. LTD.,U.S.A,GOPI GUNDU,KOCHI,"Manufacture of other
communication equipments n.e.c.",0.19,0.00,
"363
7",ELSYS INTELLIGENT DEVICES PVT. LTD.,U.S.A,SRIDHAR ANNAPANTULA,KOCHI,Manufacture of other communication equipments n.e.c.,1.63,0.02,
"363
8",ELSYS INTELLIGENT DEVICES PVT. LTD.,U.S.A,LAVANYA GUNDU,KOCHI,Manufacture of other communication equipments n.e.c.,0.65,0.01,
"363
9",ELSYS INTELLIGENT DEVICES PVT. LTD.,U.S.A,LAVANYA GUNDU,KOCHI,"Manufacture of other communication
equipments n.e.c.",0.80,0.01,
"364
0",ELSYS INTELLIGENT DEVICES PVT. LTD.,U.S.A,SRINIVAS ANNAPANTULA,KOCHI,Manufacture of other communication equipments n.e.c.,1.69,0.02,
"364
1",ELASTICA DATA SCIENCES INDIA PRIVATE LIM,U.S.A,DIGICERT INC,BANGALORE,"Operation of other websites that act as portals to the Internet, such as media sites providing periodically",172.98,2.40,
"364
2",ORNNOVA TECHNOLOGIES INDIA PVT LTD,U.S.A,JD PROPERTY GROUP LLC,BANGALORE,Providing software support and maintenance to the clients,7.41,0.10,
"364
3",SIGMIS BREWERIES AND HOSPITALITY PRIVATE,U.S.A,KASPA INC,BANGALORE,"Manufacture of
prepared meals and dishes",4.08,0.06,
"364
4",CONNECTM TECHNOLOGY SOLUTIONS PVT. LTD.,U.S.A,CONNECTM TECHNOLOGY SOLUTIONS INC,BANGALORE,"Other professional, scientific and technical activities
n.e.c.",6.36,0.09,
"364
5",M/S MANJEERA DIGITAL SYSTEMS PRIVATE LIM,U.S.A,SRINIVASA R KATHIKA,HYDERABAD,"Writing , modifying, testing of computer program to meet the needs of a particular client excluding web-
page",9.85,0.14,
"364
6",M/S IBUILD INNOVATIONS INDIA LTD,U.S.A,VENKATA SUMANA KUMARAPPA,HYDERABAD,"Manufacture of desktop computers, laptop computers, hand-held computers (e.g. PDA), mainframe computers",8.88,0.12,
"364
7",M/S IBUILD INNOVATIONS INDIA LTD,U.S.A,PHANI K UPPALAPATI AND BALA KUMARI UPPAL,HYDERABAD,"Manufacture of desktop computers, laptop computers, hand-held computers (e.g. PDA), mainframe computers",2.00,0.03,
"364
8",M/S IBUILD INNOVATIONS INDIA LTD,U.S.A,VENKATA SUMANA KUMARAPPA,HYDERABAD,Other educational services n.e.c.,9.02,0.12,
"364
9",MBX IOT INNOVTIONS PVT LTD,U.S.A,MOBILOGIX INC,HYDERABAD,"Writing , modifying, testing of computer",3.00,0.04,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
,,,,,program to meet the needs of a particular client excluding web- page,,,
"365
0",M/S ASSURGEN PHARMA PVT LTD,U.S.A,SIRISHA PARUPALLI,HYDERABAD,"Manufacture of medicinal substances used in the manufacture of pharmaceuticals:
antibiotics, endocrine",8.74,0.12,
"365
1",CROWDNETIC TECHNOLOGIES PRIVATE LIMITED,U.S.A,CROWDNETIC CORPORATION,HYDERABAD,"Publishing of operating business and other
applications",1.08,0.01,
"365
2",CROWDNETIC TECHNOLOGIES PRIVATE LIMITED,U.S.A,CROWDNETIC CORPORATION,HYDERABAD,"Publishing of operating business and other
applications",1.31,0.02,
"365
3",CROWDNETIC TECHNOLOGIES PRIVATE LIMITED,U.S.A,Crowdnetic Corporation Inc,HYDERABAD,"Publishing of operating business and other
applications",0.38,0.01,
"365
4",CROWDNETIC TECHNOLOGIES PRIVATE LIMITED,U.S.A,Crowdnetic Corporation Inc,HYDERABAD,"Publishing of operating business and other
applications",0.38,0.01,
"365
5",AMERICAN INTERNATIONAL HEALTH MANAGEMENT,U.S.A,Dr. Kirti Kr. Jain,JAIPUR,Hospital activities,16.86,0.23,
"365
6",ACETONE DESIGNS PRIVATE LIMITED,U.S.A,Kushal Chand Sacheti,JAIPUR,Other information technology and computer service activities n.e.c,1.91,0.03,
"365
7",CELESTIAL VENTURES INDIA PVT LTD,U.S.A,CELESTINE SEBASTIAN VETTICAL,KOCHI,"Combined office
administrative service activities",10.00,0.14,
"365
8",SATKRIYA HEALTHCARE INNOVATIONS PVT. LTD,U.S.A,ACUMEN FUND INC,KOCHI,Medical practice activities,15.00,0.21,
"365
9",COFFYE INNOVATIONS PRIVATE LTD.,U.S.A,JOSEPH J MALIEKAL,KOCHI,"Providing software support and maintenance to the
clients",0.75,0.01,
"366
0",ENPHASE SOLAR ENERGY PVT LTD,U.S.A,ENPHASE ENERGY INC,BANGALORE,"Other professional, scientific and technical activities n.e.c.",0.10,0.00,
"366
1",FABULYST PRIVATE LIMITED,U.S.A,Cartesian Systems INC,JAIPUR,"Fashion design related to textiles, wearing apparel, shoes, jewelry, furniture and other
fashion goods",2.50,0.03,
"366
2",WORLD WATER WORKS INDIA PVT LTD,U.S.A,WWW INDIA HOLDINGS LLC,MUMBAI,"Treatment of waste water or sewer by means of physical, chemical or biological processes",21.91,0.30,
"366
3",SOWER OF SEEDS FOODS INTERNATIONAL PVT L,U.S.A,Sower of Seeds International Ministries,MUMBAI,"Wholesale of other basic/manufactured
food stuffs n.e.c.",5.09,0.07,
366,ELLIOT SYSTEMS PVT LTD,U.S.A,ELLIOT SYSTEMS LLC,MUMBAI,"Writing , modifying,",4.90,0.07,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
4,,,,,testing of computer program to meet the needs of a particular client excluding web- page,,,
"366
5",CHOICES PROSPERITY SOLUTIONS INDIA PVT L,U.S.A,Ronald J Boehm and Marlys G Boehm,MUMBAI,Other non-specialised wholesale trade n.e.c.,3.07,0.04,
"366
6",GIA EDUCATION AND LABORATORY PVT LTD,U.S.A,GIA HOLDINGS INC,MUMBAI,Research and experimental development on natural sciences and engineering,0.10,0.00,
"366
7",GIA EDUCATION AND LABORATORY PVT LTD,U.S.A,GEMOLOGICAL INSTITUTE OF AMERICA INC,MUMBAI,Research and experimental development on natural sciences and engineering,0.00,0.00,
"366
8",AMERICAN BREW CRAFTS PRIVATE LIMITED,U.S.A,TBULL CORPORATION,HYDERABAD,Manufacture of beer,9.28,0.13,
"366
9",AMERICAN BREW CRAFTS PRIVATE LIMITED,U.S.A,SRI N TAYI SWETHA G ACHARYA,HYDERABAD,Manufacture of beer,12.55,0.17,
"367
0",CONVEGENIUS EDU SOLUTIONS PVT LTD,U.S.A,MICHAEL AND SUSAN DELL FOUNDATION,HYDERABAD,Computer consultancy and computer facilities management activities,30.00,0.42,
"367
1",PERSISTENT SYSTEMS PVT LTD,U.S.A,MR.NITIN URDHWARESHE,MUMBAI,"Writing , modifying, testing of computer program to meet the needs of a particular client excluding web- page",2.38,0.03,
"367
2",M/S LONG COM INDIA PVT LTD,U.S.A,LONFIN CORP,HYDERABAD,Administration of financial markets,117.10,1.62,
"367
3",M/S ASSURGEN PHARMA PVT LTD,U.S.A,LAKSHMAN PAIDI,HYDERABAD,"Manufacture of medicinal substances used in the manufacture of pharmaceuticals: antibiotics, endocrine",0.73,0.01,
"367
4",GREATFOUR SYSTEMS PVT LTD,U.S.A,GREATFOUR SYSTEMS INC,HYDERABAD,Computer consultancy and computer facilities management activities,0.10,0.00,
"367
5",M/S ASSURGEN PHARMA PVT LTD,U.S.A,NAVEEN PARUPALLI,HYDERABAD,"Manufacture of medicinal substances used in the manufacture of pharmaceuticals: antibiotics, endocrine",0.73,0.01,
"367
6",PRATHISTA INDUSTRIES LIMITED,U.S.A,NUTEK FOOD SCIENCE LLC,HYDERABAD,"Manufacture of flour mixes and prepared blended flour and dough for bread,
cakes, biscuits",51.53,0.71,
"367
7",PRATHISTA INDUSTRIES LIMITED,U.S.A,CAIN FOOD INDUSTRIES INC,HYDERABAD,"Manufacture of flour mixes and prepared blended flour and dough for bread,
cakes, biscuits",34.35,0.48,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
"367
8",CIGNITI TECHNOLOGIES LTD,U.S.A,SAPNA PENNAM,HYDERABAD,"Writing , modifying, testing of computer program to meet the needs of a particular client excluding web-
page",144.50,2.00,
"367
9",CIGNITI TECHNOLOGIES LTD,U.S.A,KUKUNURU KUMAR BAPUJI,HYDERABAD,"Writing , modifying, testing of computer program to meet the needs of a particular client excluding web- page",77.81,1.08,
"368
0",SECLORE TECHNOLOGY INDIA PVT LTD,U.S.A,DECCAN SECLORE LLC,MUMBAI,"Other information technology and computer service
activities n.e.c",11.84,0.16,
"368
1",TECH MAHINDRA LTD (MAHINDRA BRITISH TELE,U.S.A,ATUL OHRI,MUMBAI,Computer consultancy and computer facilities management activities,0.05,0.00,
"368
2",TECH MAHINDRA LTD (MAHINDRA BRITISH TELE,U.S.A,ATUL OHRI,MUMBAI,Computer consultancy and computer facilities management activities,0.09,0.00,
"368
3",LARSEN & TOUBRO INFOTECH LIMITED,U.S.A,Various NR/ NRI under ESOP Scheme,MUMBAI,"Writing , modifying, testing of computer program to meet the needs of a particular client excluding web- page",0.13,0.00,
"368
4",LARSEN & TOUBRO INFOTECH LIMITED,U.S.A,various NR/NRI under ESOP scheme,MUMBAI,"Writing , modifying, testing of computer program to meet the needs of a particular client excluding web-
page",0.03,0.00,
"368
5",LARSEN & TOUBRO INFOTECH LIMITED,U.S.A,LELE AVINASH,MUMBAI,"Writing , modifying, testing of computer program to meet the needs of a particular client excluding web-
page",0.04,0.00,
"368
6",EVELABS TECHNOLOGIES PVT LTD,U.S.A,ROVI LLC,KOCHI,"Other information technology and computer service
activities n.e.c",0.11,0.00,
"368
7",EVELABS TECHNOLOGIES PVT LTD,U.S.A,ROVI LLC,KOCHI,"Other information technology and computer service
activities n.e.c",0.25,0.00,
"368
8",NEOGEN FOOD AND ANIMAL SECURITY PVT LTD(,U.S.A,NEOGEN CORPORATION,KOCHI,"Other professional, scientific and technical activities
n.e.c.",6.62,0.09,
"368
9",CORNER FARM FOODS PVT LTD.,U.S.A,URJA FOODS,KOCHI,Manufacture of other bakery products n.e.c.,2.25,0.03,
"369
0",TIATECH HEALTH TECHNOLOGIES PVT. LTD.,U.S.A,NARENDRA M KINI,KOCHI,"Publishing of operating business and other
applications",1.60,0.02,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
"369
1",ELSYS INTELLIGENT DEVICES PVT. LTD.,U.S.A,MAHIDHAR R REDDY,KOCHI,Manufacture of other communication equipments n.e.c.,0.65,0.01,
"369
2",ENDPOINT CLINICAL INDIA PVT LTD,U.S.A,ENDPOINT CLINICAL INC,HYDERABAD,"Writing , modifying, testing of computer program to meet the needs of a particular client excluding web- page",0.10,0.00,
"369
3",REAN CLOUD INDIA PVT LTD,U.S.A,Rean Cloud LLC,HYDERABAD,Other information technology and computer service activities n.e.c,0.10,0.00,
"369
4",ROPPEN TRANSPORTATION SERVICES PVT LTD,U.S.A,RAPIDO HOLDINGS LLC,HYDERABAD,Other land transport services n.e.c,9.57,0.13,
"369
5",MINERVA ENTERPRISES PVT LTD,U.S.A,PREM K. CHIRUVOLU,HYDERABAD,Other reservation service and related activities,9.26,0.13,
"369
6",MINERVA ENTERPRISES PVT LTD,U.S.A,SARADA CHIRUVOLU,HYDERABAD,Other reservation service and related activities,9.20,0.13,
"369
7",CROWDNETIC TECHNOLOGIES PRIVATE LIMITED,U.S.A,CROWDNETIC CORPORATION,HYDERABAD,"Publishing of operating business and other
applications",0.36,0.00,
"369
8",M/S BANYAN SUSTAINABLE WASTE MANAGEMENT,U.S.A,"BANYAN SUSTAINABLE WASTE MANAGEMENT
SOLU",HYDERABAD,Materials recovery,67.68,0.94,
"369
9",MAJIK MEDICAL SOLUTIONS PVT LTD,U.S.A,BRADLEY L BEACH,HYDERABAD,Manufacture of other plastics products n.e.c.,2.00,0.03,
"370
0",MAJIK MEDICAL SOLUTIONS PVT LTD,U.S.A,JANET W BURPEE,HYDERABAD,"Manufacture of other
plastics products n.e.c.",1.90,0.03,
"370
1",MAJIK MEDICAL SOLUTIONS PVT LTD,U.S.A,GEORGE S BURPEE,HYDERABAD,Manufacture of other plastics products n.e.c.,1.90,0.03,
"370
2",UAS LIFE SCIENCES INDIA PVT LTD,U.S.A,UAS LABORATORIES LLC,HYDERABAD,"Other human health activities n.e.c. (including independent
ambulance activities)",1.60,0.02,
"370
3",DEEP LEARN LABS PVT LTD,U.S.A,Global Bridge Inotec Inc,HYDERABAD,"Other data processing, hosting and related activities
n.e.c.",1.66,0.02,
"370
4",CIGNATTK HEALTH INSURANCE COMPANY LTD,U.S.A,Cigna Holdings Overseas Inc,MUMBAI,Non-life insurance,853.29,11.82,
"370
5","GREENOAK INDIA INVESTMENT ADVISORS PVT
L",U.S.A,GREENOAK REAL ESTATE LP,MUMBAI,"Activities auxiliary to financial service
activities n.e.c.",2.50,0.03,
"370
6",WORLD WATER WORKS INDIA PVT LTD,U.S.A,WWW INDIA HOLDINGS LLC,MUMBAI,"Treatment of waste water or sewer by means of physical, chemical or biological processes",11.43,0.16,
"370
7",SPROUTLOGIX PVT LTD,U.S.A,ANTHONY M ZACHARIAS,MUMBAI,"Other information technology and computer service
activities n.e.c",3.25,0.04,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
"370
8",SPROUTLOGIX PVT LTD,U.S.A,CHRISTOPHER A CLARKE,MUMBAI,Other information technology and computer service activities n.e.c,1.62,0.02,
"370
9",SOWER OF SEEDS FOODS INTERNATIONAL PVT L,U.S.A,"SOWER OF SEEDS INTERNATIONAL
MINISTRIES",MUMBAI,"Wholesale of other basic/manufactured
food stuffs n.e.c.",1.34,0.02,
"371
0",INTERNATIONAL ENERGY SUPPORT INDIA PVT L,U.S.A,INTERNATIONAL ENERGY SUPPORT LLC,CHENNAI,Other non-specialised wholesale trade n.e.c.,0.10,0.00,
"371
1",DVIVERT SOLUTIONS PRIVATE LIMITED,U.S.A,PROJECT VERTE INC,CHENNAI,"Providing software support and maintenance to the
clients",16.70,0.23,
"371
2",DVIVERT SOLUTIONS PRIVATE LIMITED,U.S.A,VERT ENTERPRISES INC,CHENNAI,"Providing software support and maintenance to the
clients",20.10,0.28,
"371
3",IMPACT GURU TECHNOLOGY VENTURES PRIVATE,U.S.A,Doshi D & G Limited Partnership,MUMBAI,Other information technology and computer service activities n.e.c,2.50,0.03,
"371
4",RAINE ADVISORS I P L (APHRAINE CAPITAL A,U.S.A,RAINE INDIA HOLDINGS LLC,MUMBAI,Activities auxiliary to financial service activities n.e.c.,83.19,1.15,
"371
5",INTERACTIVE BROKERS SOFTWARE SERVICES IN,U.S.A,IBG LLC,MUMBAI,Providing software support and maintenance to the clients,133.70,1.85,
"371
6",ALCOR SOLUTIONS INDIA PVT. LTD.,U.S.A,AMIT K SINGH,NEW DELHI,Publishing of operating systems and system software,0.10,0.00,
"371
7",ALCOR SOLUTIONS INDIA PVT. LTD.,U.S.A,ALCOR SOLUTIONS INC,NEW DELHI,"Publishing of
operating systems and system software",0.90,0.01,
"371
8",SKILLBOXES INDIA PVT. LTD.,U.S.A,SANDIP RANJHAN,NEW DELHI,"Other creative arts and and entertainment
activities",5.01,0.07,
"371
9",LUCIDEUS TECHNOLOGIES PVT LTD,U.S.A,LUCIDEUS INC,NEW DELHI,"Other information technology and computer service
activities n.e.c",1.62,0.02,
"372
0",RTS REALTIME SYSTEMS INDIA PVT LTD,U.S.A,BLOOMBERG L.P,MUMBAI,"Other information technology and computer service
activities n.e.c",25.50,0.35,
"372
1",ROADZEN TECHNOLOGIES PRIVATE LIMITED,U.S.A,ROADZEN INC,NEW DELHI,Web-page designing,3.39,0.05,
"372
2",SAVIYNT INDIA PVT. LTD.,U.S.A,SAVIYNT INC.,NEW DELHI,"Writing , modifying, testing of computer program to meet the needs of a particular client excluding web-
page",1.00,0.01,
"372
3",BESTEC SYSTEMS PVT. LTD.,U.S.A,INNOTE CORP,NEW DELHI,Manufacture of electric lighting equipment,5.00,0.07,
"372
4",FREEPRINTS INDIA PVT. LTD.,U.S.A,PLANETART LLC,NEW DELHI,"Other information
technology and computer service",0.10,0.00,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
,,,,,activities n.e.c,,,
"372
5",FREEPRINTS INDIA PVT. LTD.,U.S.A,PLANETART LIMITED,NEW DELHI,"Other information technology and computer service
activities n.e.c",0.00,0.00,
"372
6",MERCURY CAPITAL ADVISORS INDIA PVT. LTD.,U.S.A,MERCURY CAPITAL ADVISORS GROUP LP,NEW DELHI,Activities auxiliary to financial service activities n.e.c.,0.10,0.00,
"372
7",SOFYX SYSTEMS PVT. LTD.,U.S.A,MUKESH KACHROO,NEW DELHI,Retail sale via e- commerce,10.00,0.14,
"372
8",FRENCH BAKERY PVT LTD,U.S.A,FARHADI MRS SHAHRZAD,NEW DELHI,"Manufacture of biscuits, cakes, pastries, rusks etc.",0.58,0.01,
"372
9",M/S ARINC INDIA PVT LTD,U.S.A,ARINC INTERNATIONAL INC,NEW DELHI,Other information service activities n.e.c.,0.00,0.00,
"373
0",CLICKATELL INDIA TECHNOLOGIES PROVATE LI,U.S.A,CLICKATELL CORPORATION,NEW DELHI,Activities of other wireless telecommunications activities,0.19,0.00,
"373
1",FRENCH BAKERY PVT LTD,U.S.A,HAMID H SAMANDARI,NEW DELHI,"Manufacture of
biscuits, cakes, pastries, rusks etc.",2.46,0.03,
"373
2",ONECIPHER SOLUTIONS PRIVATE LIMITED,U.S.A,VIDYA SUDARSAN,CHENNAI,"Other information technology and computer service
activities n.e.c",1.00,0.01,
"373
3",ONECIPHER SOLUTIONS PRIVATE LIMITED,U.S.A,MURALI M ANGIREKULA,CHENNAI,"Other information technology and computer service
activities n.e.c",2.30,0.03,
"373
4",RENTAL STAY PRIVATE LIMITED,U.S.A,SASANKA YELLAMANCHALI,NEW DELHI,"Accommodation provided by student residences, school
dormitories",1.50,0.02,
"373
5",APL LOGISTICS VASCOR AUTOMOTIVE PVT LTD,U.S.A,VASCOR LTD,NEW DELHI,Freight rail transport,113.65,1.57,
"373
6",ENDSMART PEER TO PEER FINANCIAL SERVICES,U.S.A,VIJAYKRISHNA SADAGOPAN AND DIVYA RAVICHA,CHENNAI,"Other financial service activities, except insurance and pension funding activities, n.e.c.",15.85,0.22,
"373
7",MYIND MEDTECH INNOVATIONS PVT. LTD.,U.S.A,Yoganand S Ghati,HYDERABAD,"Other human health activities n.e.c. (including independent
ambulance activities)",0.39,0.01,
"373
8",MYIND MEDTECH INNOVATIONS PVT. LTD.,U.S.A,Srinivas Loke,HYDERABAD,Other human health activities n.e.c. (including independent ambulance activities),0.66,0.01,
"373
9",CRUX BIOTECH INDIA PRIVATE LIMITED,U.S.A,VEMIREDDY VENKATAREDDY,HYDERABAD,"MANUFACTURE OF DISTILLED, POTABLE, ALCOHOLIC BEVERAGES SUCH AS WHISKY,BRANDY,
GIN, MIXED DRINKS E",7.03,0.10,
"374
0",DOCTOR VAHINI PVT LTD,U.S.A,PRABHAT KUMAR MEHTA,NEW DELHI,Operation of other websites that act as,0.01,0.00,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
,,,,,"portals to the Internet, such as media sites providing periodically",,,
"374
1",SOMERO INDIA PVT LTD,U.S.A,"SOMERO ENTERPRISES, INC",NEW DELHI,Wholesale of construction and civil engineering machinery and equipment,5.00,0.07,
"374
2",PYTHHOS TECHNOLOGY PVT. LTD,U.S.A,PYTHHOS TECHNOLOGY LLC,NEW DELHI,Management consultancy activities,3.57,0.05,
"374
3",KINECO KAMAN COMPOSITES INDIA PVT LTD,U.S.A,Kaman Aerospace Group Inc,PANAJI,Manufacture of other articles n.e.c.,44.79,0.62,
"374
4",BIRLA FURUKAWA FIBRE OPTICS LTD.,U.S.A,"OFS FITEL, LLC",PANAJI,Manufacture of fibre optic cables for data transmission or live transmission of images,120.23,1.66,
"374
5",AMERICA FUJIKURA INDIA PRIVATE LIMITED,U.S.A,AMERICA FUJIKURA LIMITED,BANGALORE,"Manufacture of fibre optic cables for data transmission or live transmission of
images",22.50,0.31,
"374
6",AMERICA FUJIKURA INDIA PRIVATE LIMITED,U.S.A,AMERICA FUJIKURA LIMITED,BANGALORE,Manufacture of fibre optic cables for data transmission or live transmission of images,0.70,0.01,
"374
7",AMERICA FUJIKURA INDIA PRIVATE LIMITED,U.S.A,JOSEPH E GALLAGHER,BANGALORE,Manufacture of fibre optic cables for data transmission or live transmission of images,0.00,0.00,
"374
8",ION CARBON & MINERALS INDIA PVT LTD,U.S.A,ION CARBON & MINERALS LLC,NEW DELHI,"Other professional, scientific and technical activities n.e.c.",0.10,0.00,
"374
9",GOODVITAMIN FOODS PVT LTD,U.S.A,KALYAN C GOTTUMUKKALA,NEW DELHI,Manufacture of other non-alcoholic beverages n.e.c.,1.00,0.01,
"375
0",CEPHEID INDIA PVT. LTD.,U.S.A,CEPHEID,NEW DELHI,"Other professional, scientific and technical activities n.e.c.",0.40,0.01,
"375
1",WYNDHAM HOTELS & RESORTS INDIA PVT. LTD.,U.S.A,WYNDHAM HOTEL GROUP INTERNATIONAL (EAST),NEW DELHI,Other business support service activities n.e.c.,0.10,0.00,
"375
2",ABRAX RETAIL PVT. LTD.,U.S.A,RAVNEET SINGH PAHWA,NEW DELHI,"Manufacture of all types of textile garments and clothing
accessories",0.49,0.01,
"375
3",SATE-LITE TECHNOLOGIES PVT LTD (STATE-LI,U.S.A,DEFLECTO LLC,NEW DELHI,"Wholesale of other households goods,
n.e.c. [Includes wholesale of household equipment and appliances,",12.79,0.18,
"375
4",TA NETGABLES PVT. LTD.,U.S.A,NETGABLES INC,NEW DELHI,"Other information
service activities n.e.c.",12.88,0.18,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
"375
5",M/S AES INDIA PRIVATE LIMITED,U.S.A,THE AES CORPORATION,NEW DELHI,Electric power generation by coal based thermal power plants,200.00,2.77,
"375
6",NATURE'S FIRST INDIA PVT. LTD.,U.S.A,NATURES FIRST INC,BANGALORE,Manufacture of other bakery products n.e.c.,2.86,0.04,
"375
7",NATURE'S FIRST INDIA PVT. LTD.,U.S.A,NATURES FIRST INC,BANGALORE,Manufacture of other bakery products n.e.c.,0.64,0.01,
"375
8",TRACXN TECHNOLOGIES PRIVATE LIMITED,U.S.A,ANAND AND VENKY LLC,BANGALORE,Data processing activities including report writing,6.50,0.09,
"375
9",SHIPCO INFRASTRUCTURE PVT. LTD.,U.S.A,TRANS GLOBAL TECHNOLOGIES INC,BANGALORE,"Storage and warehousing n.e.c.[Includes general merchandise warehouses and warehousing of furniture,",0.77,0.01,
"376
0",CORNEA ENTERTAINMENT PVT LTD,U.S.A,RAMESH ADAPA,BANGALORE,Other creative arts and and entertainment activities,1.32,0.02,
"376
1",CORNEA ENTERTAINMENT PVT LTD,U.S.A,JOSE P XAVIER,BANGALORE,Other creative arts and and entertainment activities,1.32,0.02,
"376
2",JANA SMALL FINANCE BANK LTD(JANALAKSHMI,U.S.A,HARBOURVEST PARTNERS COINVESTMENT FUND I,BANGALORE,Other credit granting,"1,436.32",19.89,
"376
3",RWC CEMENT INDIA PRIVATE LIMITED,U.S.A,ROYAL WITE CEMENT INC,CHENNAI,"Wholesale of construction materials (sand,
gravel etc.)",8.64,0.12,
"376
4",TELAVERGE COMMUNICATIONS INDIA PVT LTD,U.S.A,TELAVERGE COMMUNICATIONS LLC ON BEHALF O,BANGALORE,"Writing , modifying, testing of computer program to meet the needs of a particular client excluding web- page",1.00,0.01,
"376
5",AMERICA FUJIKURA INDIA PVT LTD,U.S.A,AMERICA FUJIKURA LIMITED,BANGALORE,"Manufacture of fibre optic cables for data transmission or live transmission of
images",22.10,0.31,
"376
6",RUBANBRIDGE PVT LTD,U.S.A,PARASHANTH V BOCCASAM,BANGALORE,Retail sale via e- commerce,0.03,0.00,
"376
7",INFLEXION ANALYTIX PVT LTD,U.S.A,BALAJI VARADARAJAN SUTAPA C BALAJI,CHENNAI,Other information technology and computer service activities n.e.c,0.53,0.01,
"376
8",INFLEXION ANALYTIX PVT LTD,U.S.A,ASHISH PRAKASH PARIKH,CHENNAI,Other information technology and computer service activities n.e.c,0.52,0.01,
"376
9",INFLEXION ANALYTIX PVT LTD,U.S.A,GOLLAPUDI FAMILY TRUST,CHENNAI,Other information technology and computer service activities n.e.c,0.52,0.01,
"377
0",INFLEXION ANALYTIX PVT LTD,U.S.A,SRINIVASAN RAMASWAMY,CHENNAI,"Other information technology and
computer service",0.52,0.01,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
,,,,,activities n.e.c,,,
"377
1",UNIPHORE SOFTWARE SYSTEMS PRIVATE LIMITE,U.S.A,Raymon S stata,CHENNAI,"Other data processing, hosting and related activities
n.e.c.",19.79,0.27,
"377
2",INTERNATIONAL ENERGY SUPPORT INDIA PVT L,U.S.A,International Energy Support LLC,CHENNAI,Other non-specialised wholesale trade n.e.c.,0.90,0.01,
"377
3",ESSIG PLM SOLUTIONS PRIVATE LIMITED,U.S.A,"JOSEPH P DALY, KARINA NUNEZ DALY",CHENNAI,Other information technology and computer service activities n.e.c,1.67,0.02,
