Table No. 19 (c),,,,,,,,
"STATEMENT ON REMITTANCE-WISE OF FDI EQUITY INFLOWS RECEIVED UNDER RBI’s AUTOMATIC ROUTE
DURING JANUARY 2018 TO MARCH 2018",,,,,,,,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,"(In Rs million
)","(In US$ millio
n)",
1,THIESS INDIA PVT LTD,Australia,THIESS PTY LTD,KOLKATA,Opencast mining of hard coal,10.89,0.17,
2,THIESS INDIA PVT LTD,Australia,THIESS PTY LTD.,KOLKATA,Opencast mining of hard coal,17.82,0.28,
3,NITANT GLOBAL PVT LTD,Australia,TIRATH KHAIRA,NEW DELHI,Manufacture of prepared meals and dishes,1.09,0.02,
4,MASTER FIREPLACES PRIVATE LIMITED,Australia,Danmah Corporation PTY LTD,AHMEDABAD,"Installation of heating systems
(electric, gas and oil), furnaces, cooling towers, non-electric solar",4.61,0.07,
5,EATON ELECTRIC PVT LTD(FORMERLY KNOWN AS,Australia,Moeller Holdings GMBH Engenia,CHENNAI,Manufacture of electricity distribution and control apparatus (electrical apparatus for switching or,5.10,0.08,
6,BANG THE TABLE SOFTWARE PRIVATE LIMITED,Australia,Bang The Table Pty Ltd,CHENNAI,"Other data processing, hosting and related activities n.e.c.",0.10,0.00,
7,BANG THE TABLE SOFTWARE PRIVATE LIMITED,Australia,Karthik Reddy,CHENNAI,"Other data processing, hosting and related activities n.e.c.",0.00,0.00,
8,BANG THE TABLE SOFTWARE PRIVATE LIMITED,Australia,Matthew James Crozier,CHENNAI,"Other data processing, hosting and related activities n.e.c.",0.00,0.00,
9,BANG THE TABLE SOFTWARE PRIVATE LIMITED,Australia,Crispin Butteriss,CHENNAI,"Other data processing, hosting and related activities n.e.c.",0.00,0.00,
10,SPORTSTEC INDIA PVT LTD,Australia,Sportstec Ltd,MUMBAI,Publishing of operating business and other applications,5.25,0.08,
11,TECH MAHINDRA LTD (MAHINDRA BRITISH TELE,Australia,JEFFERY FERDINANDS,MUMBAI,Computer consultancy and computer facilities management activities,0.02,0.00,
12,APPEARITION INDIA P LTD,Australia,appearition pty ltd,CHENNAI,"Writing , modifying, testing of computer program to meet the needs of a particular client excluding web-page",0.25,0.00,
13,SMARTEN POWER SYSTEMS PVT LTD,Australia,TIRATH SINGH KHAIRA,NEW DELHI,Manufacture of other electrical equipment,0.48,0.01,
