Table No.19 (b),,,,,,,,,,
"STATEMENT ON REMMITTANCE-WISE DETAILS OF FDI EQUITY INFLOWS UNDER ACQUISITION OF SHARES ROUTE
120,DERIV IT SOLUTIONS PRIVATE LIMITED,KARNATAKA,Bengaluru,"Providing software support and maintenance to the
clients",Luxoft International Company Ltd,Cyprus,3.74,0.05,Received in the company,
121,DROR LABS PRIVATE LIMITED,DELHI,North West Delhi,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web-
page designing",DEEPAK CHANDRAN,Singapore,0.34,0.00,Received in the Company,
122,"Drums Food International
Private Limited",MAHARASHTRA,Mumbai,"Manufacture of ice-
cream, kulfi etc.",DSGCP Buildout II,Mauritius,140.00,1.91,"Received in
the company",
123,Drums Food International Private Limited,MAHARASHTRA,Mumbai,"Manufacture of ice- cream, kulfi etc.",DSGCP BuildOut II,Mauritius,3.75,0.05,Received in the company,
124,DTDC RETAIL LIMITED,KARNATAKA,Bengaluru,"Computer consultancy and computer facilities
management activities",DNJ Holding Company Limited,HongKong,1.90,0.03,Received in the company,
125,"E VAIDYA PRIVATE
LIMITED",TELANGANA,Hyderabad,Hospital activities,Dr. Devaiah Pagidipati,U.S.A,30.69,0.41,"Received in
the Company",
126,Eden Renewable Alma Private Limited,DELHI,South Delhi,"Electric power generation using solar
energy",TOTAL EREN,France,0.01,0.00,Received in the Company,
127,Eden Renewable Alma Private Limited,DELHI,South Delhi,Electric power generation using solar energy,EDF EN INDIA,France,0.01,0.00,Received in the Company,
128,Eden Renewable Bercy Private Limited,DELHI,South Delhi,"Electric power generation using solar
energy",TOTAL EREN,France,0.01,0.00,Received in the company,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,"Name of Foreign
Collaborator",Country,Amount,,Inv Type,
,,,,,,,In Rs,In US$,,
129,Eden Renewable Passy Private Limited,DELHI,South Delhi,"Electric power generation using solar
energy",EDF EN INDIA,France,0.01,0.00,Received in the Company,
130,Eden Renewable Passy Private Limited,DELHI,South Delhi,Electric power generation using solar energy,TOTAL EREN,France,0.01,0.00,Received in the Company,
131,EDEN RENEWABLE SULLY PRIVATE LIMITED,DELHI,South Delhi,"Electric power generation using solar
energy",EDF EN INDIA,France,0.01,0.00,Received in the company,
132,EDEN RENEWABLE SULLY PRIVATE LIMITED,DELHI,South Delhi,"Electric power generation using solar
energy",TOTAL EREN,France,0.01,0.00,Received in the company,
133,Eden Renewable Ternes Private Limited,DELHI,South Delhi,Electric power generation using solar energy,TOTAL EREN,France,0.01,0.00,Received in the company,
134,Eden Renewable Ternes Private Limited,DELHI,South Delhi,"Electric power generation using solar
energy",EDF EN INDIA,France,0.01,0.00,Received in the company,
135,EDEN RENEWABLE VAVIN PRIVATE LIMITED,DELHI,South Delhi,"Electric power generation using solar
energy",TOTAL EREN,France,0.01,0.00,Received in the company,
136,EDUVANZ FINANCING PRIVATE LIMITED,MAHARASHTRA,Mumbai,Financial leasing,SCI INVESTMENTS VI,Mauritius,0.29,0.00,Received in the Company,
137,"EKA PAK GLOBAL (INDIA)
PRIVATE LIMITED",KARNATAKA,Bengaluru,Packaging activities,Eka Global Company Limited,Thailand,2.50,0.03,"Received in
the Company",
138,Electryone Power Limited,WEST BENGAL,South 24 Parganas,"Electric power generation using solar
energy",BIF IV Renewables I India Pte Ltd,Singapore,0.00,0.00,Received in the company,
139,Electryone Power Limited,WEST BENGAL,South 24 Parganas,"Electric power
generation using solar energy",BIF IV Emerald Holdings Pte Ltd,Singapore,0.00,0.00,Received in the Company,
140,Electryone Power Limited,WEST BENGAL,South 24 Parganas,Electric power generation using solar energy,BIF III FVCI Holdings India I Pte Ltd,Singapore,0.00,0.00,Received in the Company,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,"Name of Foreign
Collaborator",Country,Amount,,Inv Type,
,,,,,,,In Rs,In US$,,
141,Electryone Power Limited,WEST BENGAL,South 24 Parganas,"Electric power generation using solar
energy",BIF IV Renewables Holdings India Pte Ltd,Singapore,0.00,0.00,Received in the company,
142,Electryone Power Limited,WEST BENGAL,South 24 Parganas,Electric power generation using solar energy,BIF III FVCI Holdings India Pte Ltd,Singapore,0.00,0.00,Received in the Company,
143,Electryone Power Limited,WEST BENGAL,South 24 Parganas,"Electric power generation using solar
energy",BIF IV Acme Holdings Pte Ltd,Singapore,0.00,0.00,Received in the Company,
144,EMERGEMD IT SOLUTIONS PRIVATE LIMITED,DELHI,South Delhi,"Other information technology and computer service
activities n.e.c",Autonomiq Inc.,U.S.A,0.10,0.00,Received in the Company,
145,ENABLE PROFESSIONAL SERVICES PRIVATE LIMITED,DELHI,East Delhi,"Other information technology and computer service
activities n.e.c",ENABLE PROFESSIONAL SERVICES PTY LIMITED,Australia,0.40,0.01,Received in the company,
146,Entecnia Consulting Private Limited,DELHI,South West Delhi,"Other information technology and computer service
activities n.e.c",ENTECNIA CONSULTING S.L.,Spain,0.58,0.01,Received in the company,
147,Entecnia Consulting Private Limited,DELHI,South West Delhi,"Other information technology and computer service
activities n.e.c",INDVERSIS MANAGEMENT CONSULTING S.L.,Spain,0.35,0.00,Received in the company,
148,EPIGENERES BIOTECH PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Research and experimental development on natural sciences and
engineering",Andrew Cummings,United Kingdom,4.54,0.06,Received in the Company,
149,EPOS AUDIO INDIA PRIVATE LIMITED,KARNATAKA,Bengaluru,"Manufacture of stereo equipment, speaker systems, amplifiers for
musical instruments",EPOS GROUP A/S,Denmark,0.10,0.00,Received in the company,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,"Name of Foreign
Collaborator",Country,Amount,,Inv Type,
,,,,,,,In Rs,In US$,,
,,,,"and public address systems, microphones, karaoke machines, headphones (e.g. radio,
stereo, computer)",,,,,,
150,EQUBOT AI INDIA PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other information technology and computer service
activities n.e.c",EQUBOT INC,U.S.A,0.68,0.01,Received in the Company,
151,"ESTEEM INDUSTRIES
PRIVATE LIMITED",GOA,North Goa,"Manufacture of basic
chemicals",Harcros (India) LLC,U.S.A,36.31,0.48,"Received in
the Company",
152,ESTEEM INDUSTRIES PRIVATE LIMITED,GOA,North Goa,Manufacture of basic chemicals,Harcros (India) LLC,U.S.A,4.03,0.05,Received in the Company,
153,"ESTEEM INDUSTRIES
PRIVATE LIMITED",GOA,North Goa,"Manufacture of basic
chemicals",Harcros (India) LLC,U.S.A,40.34,0.54,"Received in
the Company",
154,"ETECHACES MARKETING AND CONSULTING
PRIVATE LIMITED",HARYANA,Gurgaon,Other information service activities n.e.c.,SVF PYTHON II(CAYMAN) LIMITED,Cayman Islands,12.00,0.16,Received in the Company,
155,"ETECHACES MARKETING AND CONSULTING
PRIVATE LIMITED",HARYANA,Gurgaon,Other information service activities n.e.c.,SVF Python II (Cayman) Limited,Cayman Islands,58.47,0.78,Received in the Company,
156,"ETECHACES MARKETING AND CONSULTING
PRIVATE LIMITED",HARYANA,Gurgaon,Other information service activities n.e.c.,SVF PYTHON II (CAYMAN) LIMITED,Cayman Islands,224.96,3.01,Received in the Company,
157,"ETECHACES MARKETING AND CONSULTING
PRIVATE LIMITED",HARYANA,Gurgaon,Other information service activities n.e.c.,SVF PYTHON II (CAYMAN) LIMITED,Cayman Islands,206.94,2.77,Received in the Company,
158,"ETECHACES MARKETING
AND CONSULTING PRIVATE LIMITED",HARYANA,Gurgaon,Other information service activities n.e.c.,SVF Python II (Cayman) Limited,Cayman Islands,11.95,0.16,Received in the Company,
159,"ETECHACES MARKETING
AND CONSULTING PRIVATE LIMITED",HARYANA,Gurgaon,Other information service activities n.e.c.,SVF Python II (Cayman) Limited,Cayman Islands,21.55,0.29,Received in the Company,
160,EUROKIDS,MAHARASHTRA,Mumbai,Pre-primary education,Alpha Asia Holdings II Pte.,Singapore,50.52,0.68,Received in,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,"Name of Foreign
Collaborator",Country,Amount,,Inv Type,
,,,,,,,In Rs,In US$,,
,"INTERNATIONAL
PRIVATE LIMITED",,,"(education preceding
the first level)",Ltd.,,,,the Company,
161,"EUROKIDS INTERNATIONAL
PRIVATE LIMITED",MAHARASHTRA,Mumbai,"Pre-primary education (education preceding
the first level)",Alpha Asia Holdings II Pte. Ltd.,Singapore,70.92,0.95,Received in the Company,
162,"EUROKIDS
INTERNATIONAL PRIVATE LIMITED",MAHARASHTRA,Mumbai,"Pre-primary education
(education preceding the first level)",ALPHA ASIA HOLDINGS II PTE. LTD,Singapore,23.19,0.31,Received in the Company,
163,"EUROKIDS
INTERNATIONAL PRIVATE LIMITED",MAHARASHTRA,Mumbai,"Pre-primary education
(education preceding the first level)",Alpha Asia Holdings II Pte. Ltd.,Singapore,93.21,1.25,Received in the Company,
164,"EUROSCHOOL INTERNATIONAL
PRIVATE LIMITED",MAHARASHTRA,Mumbai,Educational support activities,ALPHA ASIA HOLDINGS II PTE. LTD,Singapore,0.01,0.00,Received in the Company,
165,"EUROSCHOOL
INTERNATIONAL PRIVATE LIMITED",MAHARASHTRA,Mumbai,Educational support activities,ALPHA ASIA HOLDINGS II PTE. LTD,Singapore,0.20,0.00,Received in the Company,
166,EXCELERON SOFTWARE PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other information technology and computer service
activities n.e.c",Bob.D. Crenshaw Jr.,U.S.A,0.03,0.00,Received in the Company,
167,Exotic Fruits Private Limited,MAHARASHTRA,Ratnagiri,"Manufacture of fruit or vegetable juices and their concentrates,
squashes and powder",Doehler Asia Pte Ltd,Singapore,236.75,3.16,Received in the Company,
168,Exotic Fruits Private Limited,MAHARASHTRA,Ratnagiri,"Manufacture of fruit or vegetable juices and their concentrates,
squashes and powder",Doehler Asia Pte Ltd,Singapore,299.89,4.00,Received in the Company,
169,EXPO FREIGHT PRIVATE LIMITED,TAMIL NADU,Chennai,Motorised road freight transport,EFL Global Logistics Pte Ltd,Singapore,35.49,0.47,Received in the Company,
170,"FARIDABAD VENTURES
PRIVATE LIMITED",DELHI,South Delhi,"Other business support
service activities n.e.c",NEMKO AS,Norway,13.33,0.18,"Received in
the Company",
171,FARIDABAD VENTURES,DELHI,South Delhi,Other business support,NEMKO AS,Norway,10.81,0.14,Received in,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,"Name of Foreign
Collaborator",Country,Amount,,Inv Type,
,,,,,,,In Rs,In US$,,
,PRIVATE LIMITED,,,service activities n.e.c,,,,,the Company,
172,"FARIDABAD VENTURES
PRIVATE LIMITED",DELHI,South Delhi,"Other business support
service activities n.e.c",NEMKO IT SERVICES AS,Norway,0.24,0.00,"Received in
the company",
173,FBO FITTINGS AND SYSTEMS INDIA PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Manufacture of specialized parts of railway or tramway locomotives or of rolling stock (bogies, axles and wheels, brakes and parts of brakes; hooks and coupling devices, buffers and buffer
parts; shoc",FBO SAS,France,0.03,0.00,Received in the Company,
174,FBO FITTINGS AND SYSTEMS INDIA PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Manufacture of specialized parts of railway or tramway locomotives or of rolling stock (bogies, axles and wheels, brakes and parts of brakes; hooks and coupling devices, buffers and buffer
parts; shoc",FBO SAS,France,1.36,0.02,Received in the Company,
175,FELURIAN TECHNOLOGY PRIVATE LIMITED,DELHI,South Delhi,"Other information technology and computer service
activities n.e.c",Rebright Partners III Investment Partnership,Japan,3.22,0.04,Received in the Company,
176,FLEETX TECHNOLOGIES PRIVATE LIMITED,HARYANA,Gurgaon,"Providing software support and maintenance to the
clients",BEENEXT Emerging Asia PTE LTD.,Singapore,0.94,0.01,Received in the Company,
177,"FLEETX TECHNOLOGIES
PRIVATE LIMITED",HARYANA,Gurgaon,"Providing software
support and","BEENEXT Emerging Asia PTE
LTD",Singapore,0.94,0.01,"Received in
the company",
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,"Name of Foreign
Collaborator",Country,Amount,,Inv Type,
,,,,,,,In Rs,In US$,,
,,,,"maintenance to the
clients",,,,,,
178,"Freedomguru Reflections
Private Limited",MAHARASHTRA,Mumbai,"Other information
service activities n.e.c.",Matthew A Ottenberg,U.S.A,0.37,0.00,"Received in
the company",
179,Freshcore Provisions Private Limited,DELHI,South Delhi,Wholesale of fruits and vegetables,The New Leaf Company B.V,Netherland,0.01,0.00,Received in the company,
180,G.P.REALTORS PRIVATE LIMITED,HARYANA,Gurgaon,Construction of buildings carried out on own-account basis or on a fee or contract basis,DAISU LTD,Mauritius,0.38,0.01,Received in the Company,
181,G.P.REALTORS PRIVATE LIMITED,HARYANA,Gurgaon,"Construction of buildings carried out on own-account basis or on a fee or contract
basis",DAISU LTD,Mauritius,0.38,0.01,Received in the Company,
182,"Giovanni Food Company
Private Limited",DELHI,South Delhi,"Bars and Restaurants
with bars",ANAA INTERNATIONAL LLC,U.S.A,0.13,0.00,"Received in
the Company",
183,"Giovanni Food Company
Private Limited",DELHI,South Delhi,"Bars and Restaurants
with bars",ANAA INTERNATIONAL LLC,U.S.A,0.13,0.00,"Received in
the Company",
184,Globant India Pvt Ltd,MAHARASHTRA,Pune,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web-
page designing",Globant España S.A.,Spain,3.87,0.05,Received in the Company,
185,Globant India Pvt Ltd,MAHARASHTRA,Pune,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web-
page designing",Globant España S.A.,Spain,49.94,0.67,Received in the Company,
186,Globant India Pvt Ltd,MAHARASHTRA,Pune,"Writing, modifying,
testing of computer",Globant España S.A.,Spain,3.87,0.05,"Received in
the Company",
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,"Name of Foreign
Collaborator",Country,Amount,,Inv Type,
,,,,,,,In Rs,In US$,,
,,,,"program to meet the needs of a particular client excluding web-
page designing",,,,,,
187,Globant India Pvt Ltd,MAHARASHTRA,Pune,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web-
page designing",Software Product Creation S.L.,Spain,0.43,0.01,Received in the Company,
188,Globant India Pvt Ltd,MAHARASHTRA,Pune,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web-
page designing",Globant España S.A.,Spain,50.37,0.67,Received in the Company,
189,Globant India Pvt Ltd,MAHARASHTRA,Pune,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web- page designing",Globant España S.A.,Spain,10.76,0.14,Received in the Company,
190,GMR Airports Limited,KARNATAKA,Bengaluru,"Other financial service activities, except insurance and pension
funding activities, n.e.c.",Aéroports de Paris S.A.,France,35194.89,469.31,Received in the Company,
191,"GRAND ORGANICS
PRIVATE LIMITED",GOA,North Goa,"Manufacture of basic
chemicals",Harcros (India) LLC,U.S.A,0.46,0.01,"Received in
the Company",
192,"GRAND ORGANICS
PRIVATE LIMITED",GOA,North Goa,"Manufacture of basic
chemicals",Harcros (India) LLC,U.S.A,4.16,0.06,"Received in
the Company",
193,"GRAND ORGANICS
PRIVATE LIMITED",GOA,North Goa,"Manufacture of basic
chemicals",Harcros (India) LLC,U.S.A,4.62,0.06,"Received in
the Company",
194,"Gujarat Pipavav Port
Limited",MAHARASHTRA,Mumbai,"Cargo handling
incidental to water","APM Terminals Mauritius
Limited",Mauritius,439.47,5.89,"Received in
the Company",
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,"Name of Foreign
Collaborator",Country,Amount,,Inv Type,
,,,,,,,In Rs,In US$,,
,,,,transport,,,,,,
195,"HDFC ERGO GENERAL
INSURANCE COMPANY LIMITED",MAHARASHTRA,Mumbai,Non-life insurance,ERGO International AG,Germany,159.71,2.17,Received in the company,
196,"HDFC ERGO GENERAL INSURANCE COMPANY
LIMITED",MAHARASHTRA,Mumbai,Non-life insurance,ERGO International AG,Germany,243.75,3.26,Received in the Company,
197,"HDFC ERGO HEALTH
INSURANCE LIMITED",TELANGANA,Hyderabad,Non-life insurance,Muncih Health Holding AG,Germany,36.34,0.49,"Received in
the company",
198,"HDFC ERGO HEALTH
INSURANCE LIMITED",TELANGANA,Hyderabad,Non-life insurance,Muncih Health Holding AG,Germany,41.40,0.56,"Received in
the company",
199,"HEALING LIVES SOLUTIONS PRIVATE
LIMITED",DELHI,South Delhi,Tour operator activities,SVAST INC,U.S.A,6.00,0.08,Received in the Company,
200,helix sense technologies private limited,DELHI,South West Delhi,"Renting and operational leasing, without operator, of other machinery and equipment that are generally used as capital goods by
industries",Helixsense Holding Inc,U.S.A,5.25,0.07,Received in the Company,
201,HEXAGON SGT INDIA PRIVATE LIMITED,GUJARAT,Vadodara,"Manufacture of metal containers for compressed or
liquefied gas",Hexagon Composites ASA,Norway,37.00,0.50,Received in the Company,
202,HFT IMPORT PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Wholesale of
pharmaceutical and medical goods",Healy AG,Switzerland,0.10,0.00,Greenfield,
203,HFT IMPORT PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Wholesale of pharmaceutical and
medical goods",Healy GMBH,Germany,0.01,0.00,Received in the Company,
204,"Hifil Chemicals Private
Limited",MAHARASHTRA,Mumbai,"Manufacture of
insecticides,","Zhejiang Hisun Chemical
Company Limited",China,9.69,0.13,"Received in
the Company",
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,"Name of Foreign
Collaborator",Country,Amount,,Inv Type,
,,,,,,,In Rs,In US$,,
,,,,"rodenticides,
fungicides, herbicides",,,,,,
205,Hind Pocket Books Private Limted,DELHI,East Delhi,"Publishing of books, brochures, leaflets and similar publications, including publishing encyclopedias
(including on CD-ROM)",Penguin Books Limited,United Kingdom,0.99,0.01,Received in the Company,
206,Hind Pocket Books Private Limted,DELHI,East Delhi,"Publishing of books, brochures, leaflets and similar publications, including publishing encyclopedias
(including on CD-ROM)",PENGUIN BOOKS LIMITED,United Kingdom,0.30,0.00,Received in the Company,
207,HRS HOSPITALITY SOFTWARE PRIVATE LIMITED,DELHI,South West Delhi,"Other information technology and computer service
activities n.e.c",HOSPITALITY AND RETAIL SYSTEMS PTE LTD,Singapore,0.05,0.00,Received in the Company,
208,"IBSW EDUCATION
PRIVATE LIMITED",KARNATAKA,Bengaluru,"OTHER EDUCATIONAL
SERVICES N.E.C.",Nextec Inc.,U.S.A,0.50,0.01,"Received in
the company",
209,"IDEAL MATRIX TECHNOLOGIES PRIVATE
LIMITED",DELHI,South Delhi,Manufacture of other plastics products n.e.c.,ASN Technologies Pte. Ltd.,Singapore,0.00,0.00,Received in the Company,
210,Ideation Technology Solutions Private Limited,WEST BENGAL,North 24 Parganas,"Other information technology and computer service
activities n.e.c",VISIONAIZE INC,U.S.A,5.58,0.08,Received in the company,
211,"IDO SPORT PRIVATE
LIMITED",DELHI,East Delhi,"Operation of sports
facilities",DEEPAK CHANDRAN,Singapore,0.75,0.01,"Received in
the Company",
212,IFAST FINANCIAL INDIA PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Activities auxiliary to financial service
activities n.e.c.",IFAST INDIA INVESTMENTS PTE LTD,Singapore,0.19,0.00,Received in the Company,
213,"IMMPLY INDIA
TECHNOLOGY PRIVATE",MAHARASHTRA,Mumbai,"Providing software
support and","SOCIAL ANNEX, INC",U.S.A,1.00,0.01,"Received in
the Company",
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,"Name of Foreign
Collaborator",Country,Amount,,Inv Type,
,,,,,,,In Rs,In US$,,
,LIMITED,,,"maintenance to the
clients",,,,,,
214,"INDUSTRIAL GUAR PRODUCTS PRIVATE
LIMITED",RAJASTHAN,Alwar,Other grain milling and processing n.e.c.,PFP TECHNOLOGY L.L.C.,U.S.A,1.66,0.02,Received in the company,
215,INGERSOLL RAND (INDIA) LIMITED,KARNATAKA,Bengaluru,"Manufacture of other
pumps, compressors, taps and valves etc.",INGERSOLL RAND INC.,U.S.A,1119.33,15.23,Received in the company,
216,InnoEye Software Technologies Private Limited,MADHYA PRADESH,Indore,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web-
page designing",Rakuten Singapore Mobile Pte. Ltd.,Singapore,1567.27,21.33,Received in the company,
217,InnoEye Software Technologies Private Limited,MADHYA PRADESH,Indore,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web-
page designing",Rakuten Singapore Mobile Pte. Ltd,Singapore,1567.27,21.33,Received in the company,
218,"INTERTRUST CORPORATE SERVICES INDIA PRIVATE
LIMITED",KARNATAKA,Bengaluru,Management consultancy activities,INTERTRUST GROUP BV,Netherland,0.07,0.00,Received in the company,
219,"INTERTRUST CORPORATE SERVICES INDIA PRIVATE
LIMITED",KARNATAKA,Bengaluru,Management consultancy activities,INTERTRUST GROUP BV,Netherland,0.07,0.00,Received in the company,
220,INVOLUTE TECHNOLOGIES PRIVATE LIMITED,MAHARASHTRA,Pune,"Manufacture of bearings, gears, gearing and driving elements",IG Watteeuw International NV,Belgium,287.12,3.91,Received in the company,
221,"IONBOND COATINGS
PRIVATE LIMIED",MAHARASHTRA,Pune,"Machining; treatment
and coating of metals",Ionbond Netherlands B.V.,Netherland,0.01,0.00,"Received in
the Company",
222,"Ireo Hospitality Company
Private Limited",DELHI,South Delhi,"Hotels and Motels, inns,
resorts providing short",IXO Ltd.,Mauritius,301.07,4.03,"Received in
the Company",
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,"Name of Foreign
Collaborator",Country,Amount,,Inv Type,
,,,,,,,In Rs,In US$,,
,,,,"term lodging facilities; includes accommodation in
house boats",,,,,,
223,Isprava Hospitality Private Limited,MAHARASHTRA,Mumbai,"Provision of short stay accommodation n.e.c. (e.g. holiday homes, private guest houses
etc.)",RAVI MANCHANDA,Singapore,0.01,0.00,Received in the Company,
224,IT INNOVATION INDIA PRIVATE LIMITED,MAHARASHTRA,Pune,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web-
page designing","IT INNOVATION INC., JAPAN",Japan,2.75,0.04,Received in the Company,
225,J.B. CHEMICALS & PHARMACEUTICALS LIMITED,MAHARASHTRA,Mumbai,"Manufacture of medicinal substances used in the manufacture of pharmaceuticals: antibiotics,endocrine products, basic vitamins; opium derivatives; sulpha drugs; serums and plasmas; salicylic acid,
its",Tau Investment Holdings Pte Ltd.,Singapore,2.06,0.03,Received in the company,
226,J.B. CHEMICALS & PHARMACEUTICALS LIMITED,MAHARASHTRA,Mumbai,"Manufacture of medicinal substances used in the manufacture of pharmaceuticals: antibiotics,endocrine products, basic
vitamins; opium",Tau Investment Holdings Pte Ltd.,Singapore,4.80,0.07,Received in the company,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,"Name of Foreign
Collaborator",Country,Amount,,Inv Type,
,,,,,,,In Rs,In US$,,
,,,,"derivatives; sulpha drugs; serums and plasmas; salicylic acid,
its",,,,,,
227,J.B. CHEMICALS & PHARMACEUTICALS LIMITED,MAHARASHTRA,Mumbai,"Manufacture of medicinal substances used in the manufacture of pharmaceuticals: antibiotics,endocrine products, basic vitamins; opium derivatives; sulpha drugs; serums and plasmas; salicylic acid,
its",Tau Investment Holdings Pte Ltd.,Singapore,154.26,2.10,Received in the company,
228,J.B. CHEMICALS & PHARMACEUTICALS LIMITED,MAHARASHTRA,Mumbai,"Manufacture of medicinal substances used in the manufacture of pharmaceuticals: antibiotics,endocrine products, basic vitamins; opium derivatives; sulpha drugs; serums and plasmas; salicylic acid,
its",Tau Investment Holdings Pte Ltd.,Singapore,92.56,1.26,Received in the company,
229,J.B. CHEMICALS & PHARMACEUTICALS LIMITED,MAHARASHTRA,Mumbai,"Manufacture of medicinal substances used in the manufacture of pharmaceuticals: antibiotics,endocrine
products, basic",Tau Investment Holdings Pte Ltd.,Singapore,6.58,0.09,Received in the company,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,"Name of Foreign
Collaborator",Country,Amount,,Inv Type,
,,,,,,,In Rs,In US$,,
,,,,"vitamins; opium derivatives; sulpha drugs; serums and plasmas; salicylic acid,
its",,,,,,
230,J.B. CHEMICALS & PHARMACEUTICALS LIMITED,MAHARASHTRA,Mumbai,"Manufacture of medicinal substances used in the manufacture of pharmaceuticals: antibiotics,endocrine products, basic vitamins; opium derivatives; sulpha drugs; serums and plasmas; salicylic acid,
its",Tau Investment Holdings Pte. Ltd.,Singapore,939.72,12.79,Received in the company,
231,J.B. CHEMICALS & PHARMACEUTICALS LIMITED,MAHARASHTRA,Mumbai,"Manufacture of medicinal substances used in the manufacture of pharmaceuticals: antibiotics,endocrine products, basic vitamins; opium derivatives; sulpha drugs; serums and plasmas; salicylic acid,
its",Tau Investment Holdings Pte Ltd.,Singapore,36.50,0.50,Received in the company,
232,J.B. CHEMICALS & PHARMACEUTICALS LIMITED,MAHARASHTRA,Mumbai,"Manufacture of medicinal substances used in the manufacture of pharmaceuticals:
antibiotics,endocrine",Tau Investment Holdings Pte Ltd.,Singapore,34.28,0.47,Received in the company,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,"Name of Foreign
Collaborator",Country,Amount,,Inv Type,
,,,,,,,In Rs,In US$,,
,,,,"products, basic vitamins; opium derivatives; sulpha drugs; serums and plasmas; salicylic acid,
its",,,,,,
233,J.B. CHEMICALS & PHARMACEUTICALS LIMITED,MAHARASHTRA,Mumbai,"Manufacture of medicinal substances used in the manufacture of pharmaceuticals: antibiotics,endocrine products, basic vitamins; opium derivatives; sulpha drugs; serums and plasmas; salicylic acid,
its",Tau Investment Holdings Pte. Ltd.,Singapore,154.26,2.10,Received in the company,
234,J.B. CHEMICALS & PHARMACEUTICALS LIMITED,MAHARASHTRA,Mumbai,"Manufacture of medicinal substances used in the manufacture of pharmaceuticals: antibiotics,endocrine products, basic vitamins; opium derivatives; sulpha drugs; serums and plasmas; salicylic acid,
its",Tau Investment Holdings Pte Ltd.,Singapore,13.05,0.18,Received in the company,
235,J.B. CHEMICALS & PHARMACEUTICALS LIMITED,MAHARASHTRA,Mumbai,"Manufacture of medicinal substances used in the manufacture of
pharmaceuticals:",Tau Investment Holdings Pte Ltd.,Singapore,0.37,0.01,Received in the company,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,"Name of Foreign
Collaborator",Country,Amount,,Inv Type,
,,,,,,,In Rs,In US$,,
,,,,"antibiotics,endocrine products, basic vitamins; opium derivatives; sulpha drugs; serums and plasmas; salicylic acid,
its",,,,,,
236,J.B. CHEMICALS & PHARMACEUTICALS LIMITED,MAHARASHTRA,Mumbai,"Manufacture of medicinal substances used in the manufacture of pharmaceuticals: antibiotics,endocrine products, basic vitamins; opium derivatives; sulpha drugs; serums and plasmas; salicylic acid,
its",Tau Investment Holdings Pte Ltd.,Singapore,298.14,4.06,Received in the company,
237,J.B. CHEMICALS & PHARMACEUTICALS LIMITED,MAHARASHTRA,Mumbai,"Manufacture of medicinal substances used in the manufacture of pharmaceuticals: antibiotics,endocrine products, basic vitamins; opium derivatives; sulpha drugs; serums and plasmas; salicylic acid,
its",Tau Investment Holdings Pte. Ltd.,Singapore,590.22,8.03,Received in the company,
238,J.B. CHEMICALS & PHARMACEUTICALS LIMITED,MAHARASHTRA,Mumbai,"Manufacture of medicinal substances used in the
manufacture of",Tau Investment Holdings Pte Ltd.,Singapore,84.40,1.15,Received in the company,
"Sr.
No.",Name of Indian Company,State,Location (District),Item/ Activity,"Name of Foreign
Collaborator",Country,Amount,,Inv Type,
,,,,,,,In Rs,In US$,,
,,,,"pharmaceuticals: antibiotics,endocrine products, basic vitamins; opium derivatives; sulpha drugs; serums and plasmas; salicylic acid,
its",,,,,,
