Table No. 19 (c),,,,,,,,
"STATEMENT ON REMITTANCE-WISE OF FDI EQUITY INFLOWS UNDER RBI’s AUTOMATIC ROUTE
RECEIVED DURING JULY 2019 TO SEPTEMBER 2019",,,,,,,,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
1,MENTORS LIFESCIENCES INDIA PVT LTD,Afghanistan,FATIMA GILLANI,NEW DELHI,"Activities of other commission agents
n.e.c. (including commission agents working in emerging areas for",7.90,0.11,
2,MENTORS LIFESCIENCES (INDIA) PRIVATE LIM,Afghanistan,FATIMA GILANI,NEW DELHI,"Activities of other commission agents
n.e.c. (including commission agents working in emerging areas for wholesale trade",2.70,0.04,
3,Cyient Limited,Australia,Kiran kumar Nukala,HYDERABAD,"Other information technology and computer service
activities n.e.c",0.00,0.00,
4,Cyient Limited,Australia,Rakesh Aruva,HYDERABAD,Other information technology and computer service activities n.e.c,0.00,0.00,
5,Cyient Limited,Australia,BharathKumar Cheruvu,HYDERABAD,Other information technology and computer service activities n.e.c,0.00,0.00,
6,Cyient Limited,Australia,Sripal Ginuga,HYDERABAD,"Other information technology and
computer service activities n.e.c",0.00,0.00,
7,Cyient Limited,Australia,Ramjeet Maurya,HYDERABAD,Other information technology and computer service activities n.e.c,0.00,0.00,
8,Cyient Limited,Australia,Gottimukkala Satish,HYDERABAD,Other information technology and computer service activities n.e.c,0.00,0.00,
9,Cyient Limited,Australia,Koneru Somasekhar,HYDERABAD,"Other information technology and computer service
activities n.e.c",0.00,0.00,
10,Cyient Limited,Australia,Kavya Nadella,HYDERABAD,Other information technology and computer service activities n.e.c,0.00,0.00,
11,Cyient Limited,Australia,Punnareddy Bandi,HYDERABAD,Other information technology and computer service activities n.e.c,0.00,0.00,
12,Cyient Limited,Australia,Akkireddy Eevuri,HYDERABAD,Other information technology and computer service activities n.e.c,0.00,0.00,
13,Cyient Limited,Australia,Narendra Singh Negi,HYDERABAD,Other information technology and computer service activities n.e.c,0.00,0.00,
14,Cyient Limited,Australia,Durga Prasad Gowrisetti,HYDERABAD,"Other information technology and
computer service activities n.e.c",0.00,0.00,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
15,Cyient Limited,Australia,Venkata Vinay Raju Vadlamuri,HYDERABAD,Other information technology and computer service activities n.e.c,0.00,0.00,
16,Cyient Limited,Australia,Avnish Kumar Singh,HYDERABAD,"Other information technology and
computer service activities n.e.c",0.00,0.00,
17,Cyient Limited,Australia,Shiv Kumar Singh Solanki,HYDERABAD,Other information technology and computer service activities n.e.c,0.00,0.00,
18,Cyient Limited,Australia,Shishir Kumar Panwar,HYDERABAD,Other information technology and computer service activities n.e.c,0.00,0.00,
19,Cyient Limited,Australia,Ravi Shankar Kumar,HYDERABAD,"Other information technology and computer service
activities n.e.c",0.00,0.00,
20,Cyient Limited,Australia,Arpit Agrawal,HYDERABAD,Other information technology and computer service activities n.e.c,0.00,0.00,
21,Cyient Limited,Australia,Venkata Reddy Kilimi,HYDERABAD,Other information technology and computer service activities n.e.c,0.00,0.00,
22,APPEARITION INDIA PRIVATE LIMITED,Australia,APPEARITION PTY LTD,CHENNAI,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web- page designing",0.75,0.01,
23,Cyient Limited,Australia,Venkata Durga Sai Surendra Chandrapati,HYDERABAD,Other information technology and computer service activities n.e.c,0.00,0.00,
24,ALLENWEST AMPCONTROL INDIA PRIVATE LIMIT,Australia,Ampcontrol SWG Pty Ltd,MUMBAI,"Manufacture of electricity distribution and control apparatus (electrical apparatus for switching or protecting electrical circuits (e.g. switches, fuses, voltage limiters, surge suppressors, junction",2.00,0.03,
25,ALLENWEST AMPCONTROL INDIA PRIVATE LIMIT,Australia,Ampcontrol International Holdings Pty Lt,MUMBAI,"Manufacture of electricity distribution and control apparatus (electrical apparatus for switching or protecting electrical circuits (e.g. switches, fuses, voltage limiters, surge suppressors, junction",2.00,0.03,
26,Cyient Limited,Australia,Mukesh Chawla,HYDERABAD,Other information technology and computer service activities n.e.c,0.00,0.00,
27,Cyient Limited,Australia,Raghu Chandra mohan Volipally,HYDERABAD,Other information technology and computer service activities n.e.c,0.00,0.00,
28,Cyient Limited,Australia,Lakshmi venkata Manasa Bandreddi,HYDERABAD,"Other information technology and computer service
activities n.e.c",0.00,0.00,
29,Cyient Limited,Australia,Suhasini Rangu,HYDERABAD,Other information,0.00,0.00,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
,,,,,technology and computer service activities n.e.c,,,
30,Cyient Limited,Australia,Vipin Kumar,HYDERABAD,Other information technology and computer service activities n.e.c,0.00,0.00,
31,Cyient Limited,Australia,Karthika Suresh Kanderi,HYDERABAD,"Other information technology and computer service
activities n.e.c",0.00,0.00,
32,Cyient Limited,Australia,Sushmitha Mahapatra,HYDERABAD,Other information technology and computer service activities n.e.c,0.00,0.00,
33,Cyient Limited,Australia,Murali Challa,HYDERABAD,Other information technology and computer service activities n.e.c,0.00,0.00,
34,Cyient Limited,Australia,Ramarao Merugu,HYDERABAD,"Other information technology and
computer service activities n.e.c",0.00,0.00,
35,Cyient Limited,Australia,Muralidhar Pasunuri,HYDERABAD,Other information technology and computer service activities n.e.c,0.00,0.00,
36,Cyient Limited,Australia,Satyanarayana Nerusu,HYDERABAD,Other information technology and computer service activities n.e.c,0.00,0.00,
37,Cyient Limited,Australia,ChennaKesavulu Kandukuri,HYDERABAD,"Other information technology and computer service
activities n.e.c",0.00,0.00,
38,Cyient Limited,Australia,Vinodkumar Manda,HYDERABAD,Other information technology and computer service activities n.e.c,0.00,0.00,
39,Cyient Limited,Australia,Mahendran Jayaraman Pon,HYDERABAD,Other information technology and computer service activities n.e.c,0.00,0.00,
40,Cyient Limited,Australia,Ganga Praveen Alluri,HYDERABAD,Other information technology and computer service activities n.e.c,0.00,0.00,
41,Cyient Limited,Australia,Vikas Sharma,HYDERABAD,Other information technology and computer service activities n.e.c,0.00,0.00,
42,Cyient Limited,Australia,Srinivasa Reddy Gaddam,HYDERABAD,Other information technology and computer service activities n.e.c,0.00,0.00,
43,Cyient Limited,Australia,Satya SriLakshmi Banda,HYDERABAD,Other information technology and computer service activities n.e.c,0.00,0.00,
44,Cyient Limited,Australia,Lavanya Reddy,HYDERABAD,"Other information technology and computer service
activities n.e.c",0.00,0.00,
45,Cyient Limited,Australia,Subhakara Nanadi,HYDERABAD,Other information technology and computer service activities n.e.c,0.00,0.00,
46,BEINGU STUDIOS PRIVATE,Australia,AUSSIZZ,MUMBAI,Video production,4.70,0.07,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
