Table No.19 (C),,,,,,,,
"STATEMENT ON REMITTANCE-WISE FDI EQUITY INFLOWS RECEIVED UNDER RBI’s AUTOMATIC ROUTE
DURING JULY 2016 TO SEPTEMBER, 2016",,,,,,,,
88,YORK UNIVERSITY INDIA PVT LTD,Canada,YORK UNIVERSITY,MUMBAI,"Other professional, scientific and technical activities n.e.c.",1.50,0.02,
89,KOOL SOLUTIONS INDIA PVT LTD,Canada,SPIRE GROUP LTD,MUMBAI,Warehousing of refrigerated (cold storage),1.20,0.02,
90,KOOL SOLUTIONS INDIA PVT LTD,Canada,SPIRE GROUP LTD,MUMBAI,Warehousing of refrigerated (cold storage),28.00,0.42,
91,INTERNATIONAL PACKAGING PRODUCTS PVT.LTD,Canada,0979301 B.C LTD,MUMBAI,Other business support service activities n.e.c.,15.78,0.24,
92,CHANNELS EXHIBITIONS INDIA PVT LTD,Canada,J & K Boutros Holding INC,MUMBAI,Museums activities and operation of historical sites and buildings,0.53,0.01,
93,CHANNELS EXHIBITIONS INDIA PVT LTD,Canada,J & K Boutros Holding INC,MUMBAI,Museums activities and operation of historical sites and buildings,0.47,0.01,
94,LUXURY QUOTIENT INDIA PRIVATE LIMITED,Canada,LUXURY QUOTIENT INTERNATIONAL INC,NEW DELHI,Wholesale trade via e-commerce excluding activities of commission agents,5.62,0.08,
95,FACES COSMETICS INDIA PVT LTD,Canada,FACES COSMETICS INC,MUMBAI,"Manufacture of cosmetics and toileteries (includes manufacture of preshave, shaving or after shave preparations;",18.43,0.28,
96,SEMEX PROVET GENETICS (I) PVT LTD,Canada,SEMEX ALLIANCE,MUMBAI,Production of bovine semen,0.49,0.01,
97,FACES COSMETICS INDIA PVT LTD,Canada,FACES COSMETICS INC.,MUMBAI,"Manufacture of cosmetics and toileteries (includes manufacture of preshave, shaving or after shave
preparations;",12.38,0.18,
98,ACTIVE CHROMWELL EXHAUST PVT LTD,Canada,Active Exhaust India Corp.,MUMBAI,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",6.00,0.09,
99,DIAGNOS HEALTHCARE INDIA PVT LTD,Canada,DIAGNOS INC,MUMBAI,Other human health activities n.e.c. (including independent ambulance activities),1.55,0.02,
100,FACES COSMETICS INDIA PVT LTD,Canada,FACES COSMECTICS INC.,MUMBAI,"Manufacture of cosmetics and toileteries (includes manufacture of preshave, shaving or after shave preparations;",23.24,0.35,
101,AMPSOLAR INDIA PRIVATE LIMITED,Canada,AMP SOLAR GROUP INC.,NEW DELHI,Electric power generation using solar energy,0.00,0.00,
102,LUXURY QUOTIENT INDIA PRIVATE LIMITED,Canada,LUXURY QUOTIENT INTERNATIONAL INC,NEW DELHI,Wholesale trade via e-commerce excluding activities of commission agents,4.03,0.06,
103,LUXURY QUOTIENT INDIA PRIVATE LIMITED,Canada,LUXURY QUOTIENT INTERNATIONAL INC,NEW DELHI,"Wholesale trade via e-commerce excluding activities of commission
agents",2.52,0.04,
104,TOKO INNOVATION STUDIOS PRIVATE LIMITED,Canada,MURALI VASAN SUNDARALINGAM,NEW DELHI,"Operation of other websites that act
as portals to the Internet, such as media sites providing periodically",0.17,0.00,
105,M-POWER JOBS SERVICES PRIVATE LIMITED,Canada,M-Power Services Ltd.,CHENNAI,"Operation of other websites that act
as portals to the Internet, such as media sites providing periodically",0.10,0.00,
106,INFLAMAX RESEARCH INDIA PRIVATE LIMITED,Canada,PIYUSH PATEL,NEW DELHI,Research and experimental development on natural sciences and engineering,1.00,0.01,
107,ACTIVE CHROMWELL EXHAUST PVT LTD,Canada,Active Exhaust India Corporation,MUMBAI,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",6.00,0.09,
108,RAHAA TEXTILES PRIVATE LIMITED,Canada,SANDEEP RAJKUMAR GUPTA,NEW DELHI,Manufacture of other floor coverings n.e.c.,0.31,0.00,
109,RAHAA TEXTILES PRIVATE LIMITED,Canada,SANDEEP RAJKUMAR GUPTA,NEW DELHI,Manufacture of other floor coverings n.e.c.,0.69,0.01,
